MCstrain,Prey,Light,Fed,Rep,ExptDay,File,DATE,TIME,PAR,Fo(or_F),Fm,FmDec,Fv,FvDEC,Fv/Fm,FvD/FmD,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fm(PAM),Fv/Fm(PAM),GAIN,MTF:Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fo-prime,qp-coeff,FvFm_0,Sigma_0,ETR
NA,SM,50,NA,A,6,hm101119.251,10/11/19,54052,90.6,97040,104664,106001,7624,8961,0.073,0.085,118.9,0.48,0.15,1293,0.58,16216,0.27,16990,--------,-------,13188,14225,0,97793,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,81356.5,0.33,0.351,173,40.03286787
NA,SM,50,NA,A,6,hm101119.252,10/11/19,54077,102.3,95416,102040,103315,6624,7899,0.065,0.076,116.9,0.49,0.16,1371,0.55,16955,0.29,18916,--------,-------,13482,15048,0,96137,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,80368.4,0.31,0.351,173,40.24895747
NA,SM,50,NA,A,6,hm101119.253,10/11/19,54101,114.1,93513,99414,100446,5901,6933,0.059,0.069,114.3,0.49,0.15,1438,0.58,16075,0.26,19074,--------,-------,13040,14630,0,94150,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,79389.6,0.29,0.351,173,40.74771889
NA,SM,50,NA,A,6,hm101119.254,10/11/19,54125,125.9,91664,96915,97780,5251,6116,0.054,0.063,118.8,0.48,0.16,1478,0.53,16306,0.31,17462,--------,-------,12965,14358,0,92178,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,78399.2,0.28,0.351,173,41.15144932
NA,SM,50,NA,A,6,hm101119.255,10/11/19,54150,137.6,89893,94420,95270,4528,5377,0.048,0.056,122.1,0.52,0.16,1564,0.47,15973,0.37,24199,--------,-------,12288,16741,0,90454,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,77353.7,0.27,0.351,173,39.9783915
NA,SM,50,NA,A,6,hm101119.256,10/11/19,54174,149.4,88839,92923,93662,4084,4823,0.044,0.051,118.8,0.52,0.16,1621,0.51,17856,0.33,20833,--------,-------,13884,16170,0,89306,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,76813.7,0.25,0.351,173,39.78954009
NA,SM,50,NA,A,6,hm101119.257,10/11/19,54198,161.2,88716,92423,93075,3707,4359,0.04,0.047,120.3,0.53,0.17,1649,0.46,17018,0.37,29199,--------,-------,12882,18980,0,89265,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,77018.2,0.24,0.351,173,39.02929209
NA,SM,50,NA,A,6,hm101119.258,10/11/19,54223,172.9,89207,92640,93236,3434,4029,0.037,0.043,123.7,0.56,0.15,1622,0.41,15468,0.44,28203,--------,-------,11753,18973,0,89698,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,78017.8,0.23,0.351,173,38.72240854
NA,SM,50,NA,A,6,hm101119.259,10/11/19,54247,184.7,88685,92015,92622,3331,3938,0.036,0.043,115.9,0.53,0.18,1622,0.44,16587,0.38,30812,--------,-------,12345,19411,0,89178,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,77946.5,0.24,0.351,173,40.24714159
NA,SM,50,NA,A,6,hm101119.260,10/11/19,54271,196.5,88192,91166,91622,2974,3429,0.033,0.037,124.4,0.58,0.17,1723,0.43,19582,0.4,26272,--------,-------,14618,19305,0,88613,0,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,77958,0.23,0.351,173,39.25022403
NA,SM,50,NA,B,6,hm101119.261,10/11/19,54291,0,75535,118287,127175,42752,51639,0.361,0.406,167.6,0.38,0.32,169,0.56,1592,0.13,27687,--------,-------,1076,4411,0,78443,0.04,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,78456.7,1,0.361,167.6,0
NA,SM,50,NA,B,6,hm101119.262,10/11/19,54315,5,80717,123901,132528,43184,51811,0.349,0.391,161.1,0.34,0.25,204,0.57,1702,0.18,21971,--------,-------,1243,4990,0,83873,0.04,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,82500.8,1.04,0.361,167.6,9.94921698
NA,SM,50,NA,B,6,hm101119.263,10/11/19,54339,10,95877,135605,143332,39728,47455,0.293,0.331,135,0.25,0.48,1291,0.19,13236,0.33,13959,--------,-------,4641,7689,0,98725,0.03,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,92641.1,0.92,0.361,167.6,16.70556203
NA,SM,50,NA,B,6,hm101119.264,10/11/19,54364,15,101579,136361,144308,34781,42729,0.255,0.296,120.1,0.21,0.37,1306,0.29,13771,0.34,13896,--------,-------,6763,9216,0,104477,0.03,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,93677.4,0.81,0.361,167.6,21.80845556
NA,SM,50,NA,B,6,hm101119.265,10/11/19,54388,20,101807,134260,141331,32454,39524,0.242,0.28,122.4,0.25,0.36,1287,0.29,13638,0.35,13788,--------,-------,6780,9237,0,104313,0.02,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,91549.6,0.76,0.361,167.6,27.59553592
NA,SM,50,NA,B,6,hm101119.266,10/11/19,54412,31.8,106780,131872,137314,25093,30534,0.19,0.222,119.1,0.28,0.27,1301,0.36,13892,0.37,14115,--------,-------,8531,10609,0,108900,0.02,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,90681,0.61,0.361,167.6,34.44880744
NA,SM,50,NA,B,6,hm101119.267,10/11/19,54437,43.5,106540,125723,129670,19183,23130,0.153,0.178,117.3,0.33,0.21,1300,0.41,14395,0.39,14534,--------,-------,9984,11743,0,108181,0.02,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,87560.6,0.5,0.361,167.6,37.94671267
NA,SM,50,NA,B,6,hm101119.268,10/11/19,54461,55.3,103882,119058,121997,15176,18115,0.127,0.148,115.3,0.36,0.17,1203,0.49,14544,0.33,14871,--------,-------,11051,12326,0,105192,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,84153,0.43,0.361,167.6,40.04260503
NA,SM,50,NA,B,6,hm101119.269,10/11/19,54485,67.1,101640,113910,116042,12270,14403,0.108,0.124,113.3,0.38,0.16,1214,0.51,15065,0.33,15443,--------,-------,11674,12907,0,102771,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,81887.3,0.38,0.361,167.6,41.31804333
NA,SM,50,NA,B,6,hm101119.270,10/11/19,54510,78.8,98725,108890,110626,10164,11901,0.093,0.108,118.1,0.41,0.15,1213,0.55,15154,0.31,15557,--------,-------,12187,13217,0,99620,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,79771,0.35,0.361,167.6,41.78329038
NA,SM,50,NA,B,6,hm101119.271,10/11/19,54534,90.6,96127,104724,106175,8597,10047,0.082,0.095,119.6,0.44,0.14,1264,0.54,15727,0.31,16159,--------,-------,12747,13819,0,96948,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,77856.9,0.32,0.361,167.6,42.35800733
NA,SM,50,NA,B,6,hm101119.272,10/11/19,54558,102.3,94137,101488,102659,7351,8521,0.072,0.083,118.8,0.46,0.15,1427,0.53,16803,0.32,18686,--------,-------,13488,15144,0,94952,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,76930.9,0.3,0.361,167.6,41.9953883
NA,SM,50,NA,B,6,hm101119.273,10/11/19,54583,114.1,92429,98998,100007,6569,7578,0.066,0.076,113.8,0.44,0.15,1358,0.57,16457,0.28,17783,--------,-------,13322,14583,0,93097,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,76106,0.29,0.361,167.6,42.93614521
NA,SM,50,NA,B,6,hm101119.274,10/11/19,54607,125.9,90554,96207,97045,5653,6491,0.059,0.067,118.8,0.48,0.14,1327,0.58,16708,0.27,17861,--------,-------,13658,14806,0,91132,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,75212.1,0.27,0.361,167.6,42.35173561
NA,SM,50,NA,B,6,hm101119.275,10/11/19,54631,137.6,88352,93500,94317,5148,5965,0.055,0.063,119,0.48,0.15,1412,0.53,16770,0.33,20365,--------,-------,13399,15673,0,88935,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,73982.8,0.26,0.361,167.6,43.14938344
NA,SM,50,NA,B,6,hm101119.276,10/11/19,54656,149.4,86762,91394,92139,4631,5377,0.051,0.058,120.3,0.49,0.15,1521,0.42,16367,0.42,23359,--------,-------,12427,17051,0,87435,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,73125.7,0.25,0.361,167.6,43.44244347
NA,SM,50,NA,B,6,hm101119.277,10/11/19,54680,161.2,85881,90007,90604,4126,4722,0.046,0.052,123.9,0.5,0.14,1459,0.57,17486,0.29,19495,--------,-------,14243,15758,0,86386,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,72935,0.24,0.361,167.6,42.27818553
NA,SM,50,NA,B,6,hm101119.278,10/11/19,54704,172.9,84534,88377,88962,3843,4428,0.043,0.05,117,0.48,0.17,1746,0.38,16061,0.45,26801,--------,-------,11569,18359,0,85131,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,72179,0.24,0.361,167.6,42.38936589
NA,SM,50,NA,B,6,hm101119.279,10/11/19,54729,184.7,84050,87597,88103,3547,4053,0.04,0.046,121.9,0.5,0.15,1511,0.52,15729,0.33,23415,--------,-------,12476,16069,0,84508,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,72565.1,0.24,0.361,167.6,42.12310318
NA,SM,50,NA,B,6,hm101119.280,10/11/19,54753,196.5,83899,87158,87756,3259,3857,0.037,0.044,121.9,0.52,0.16,1578,0.46,16039,0.38,26647,--------,-------,12344,17829,0,84355,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,72879.9,0.23,0.361,167.6,41.45317023
NA,SM,50,NA,C,6,hm101119.281,10/11/19,54770,0,78302,120771,130194,42470,51892,0.352,0.399,162.1,0.36,0.33,172,0.55,1609,0.13,27822,--------,-------,1070,4432,0,81260,0.04,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,81416.3,1,0.352,162.1,0
NA,SM,50,NA,C,6,hm101119.282,10/11/19,54794,5,83946,127147,135962,43201,52016,0.34,0.383,157.2,0.32,0.25,205,0.56,1716,0.19,21469,--------,-------,1257,5121,0,87094,0.04,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,85871.7,1.05,0.352,162.1,9.614261523
NA,SM,50,NA,C,6,hm101119.283,10/11/19,54818,10,100328,139452,147631,39124,47303,0.281,0.32,129.8,0.24,0.45,1258,0.25,13855,0.31,14174,--------,-------,5728,8333,0,103538,0.03,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,96885.2,0.92,0.352,162.1,15.89180875
NA,SM,50,NA,C,6,hm101119.284,10/11/19,54843,15,105399,138709,146664,33310,41265,0.24,0.281,117.5,0.22,0.32,1245,0.34,13965,0.33,14024,--------,-------,7817,9896,0,108159,0.03,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,96908.1,0.8,0.352,162.1,20.35961264
NA,SM,50,NA,C,6,hm101119.285,10/11/19,54867,20,104804,135336,142248,30532,37444,0.226,0.263,119.1,0.25,0.32,1287,0.35,13975,0.34,14066,--------,-------,7893,9966,0,107268,0.02,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,93750.9,0.73,0.352,162.1,25.56262475
NA,SM,50,NA,C,6,hm101119.286,10/11/19,54891,31.8,108644,132131,137140,23487,28497,0.178,0.208,115.1,0.27,0.24,1270,0.43,14244,0.33,14313,--------,-------,9684,11215,0,110659,0.02,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,91772.5,0.58,0.352,162.1,32.0120976
NA,SM,50,NA,C,6,hm101119.287,10/11/19,54916,43.5,107194,124722,128257,17527,21063,0.141,0.164,114.8,0.34,0.18,1238,0.52,14896,0.3,15057,--------,-------,11378,12490,0,108743,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,87889.2,0.48,0.352,162.1,34.68769003
NA,SM,50,NA,C,6,hm101119.288,10/11/19,54940,55.3,104491,118221,120839,13729,16348,0.116,0.135,115.8,0.38,0.14,1124,0.58,15200,0.28,15428,--------,-------,12405,13256,0,105780,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,84591.8,0.41,0.352,162.1,36.27856754
NA,SM,50,NA,C,6,hm101119.289,10/11/19,54964,67.1,101235,112746,114831,11511,13596,0.102,0.118,113.6,0.38,0.15,1240,0.56,15492,0.3,15870,--------,-------,12536,13530,0,102287,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,81563.3,0.37,0.352,162.1,38.70701689
NA,SM,50,NA,C,6,hm101119.290,10/11/19,54989,78.8,97745,107257,108790,9512,11045,0.089,0.102,116.6,0.4,0.14,1254,0.54,15689,0.32,16313,--------,-------,12703,13850,0,98689,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,78833.5,0.33,0.352,162.1,39.66278759
NA,SM,50,NA,C,6,hm101119.291,10/11/19,55013,90.6,94822,102758,104017,7936,9195,0.077,0.088,116,0.43,0.12,1243,0.63,16132,0.25,16711,--------,-------,13672,14417,0,95580,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,76864.3,0.31,0.352,162.1,39.45353602
NA,SM,50,NA,C,6,hm101119.292,10/11/19,55037,102.3,92842,99788,100891,6946,8048,0.07,0.08,116.8,0.44,0.12,1227,0.64,16428,0.24,16982,--------,-------,13941,14660,0,93558,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,75988.8,0.29,0.352,162.1,40.4986628
NA,SM,50,NA,C,6,hm101119.293,10/11/19,55062,114.1,90961,96641,97551,5680,6589,0.059,0.068,123.3,0.54,0.09,1214,0.66,17871,0.25,19086,--------,-------,15779,16607,0,91586,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,75085.8,0.26,0.352,162.1,38.07191009
NA,SM,50,NA,C,6,hm101119.294,10/11/19,55086,125.9,89517,94830,95640,5314,6123,0.056,0.064,118.2,0.46,0.13,1355,0.59,16780,0.28,18461,--------,-------,14065,15308,0,90068,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,74548.1,0.26,0.352,162.1,39.87317026
NA,SM,50,NA,C,6,hm101119.295,10/11/19,55110,137.6,88115,92757,93540,4642,5426,0.05,0.058,119.8,0.51,0.12,1390,0.63,17443,0.25,20167,--------,-------,14876,16193,0,88628,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,73971.3,0.25,0.352,162.1,38.90948193
NA,SM,50,NA,C,6,hm101119.296,10/11/19,55135,149.4,86446,90575,91311,4128,4865,0.046,0.053,122.9,0.52,0.13,1431,0.56,18140,0.31,20473,--------,-------,15035,16718,0,86967,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,73355.5,0.24,0.352,162.1,38.86650052
NA,SM,50,NA,C,6,hm101119.297,10/11/19,55159,161.2,84964,88782,89437,3818,4473,0.043,0.05,119.8,0.52,0.12,1425,0.55,17566,0.33,22940,--------,-------,14599,17366,0,85434,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,72583.4,0.24,0.352,162.1,39.20130304
NA,SM,50,NA,C,6,hm101119.298,10/11/19,55183,172.9,84775,88279,88860,3505,4086,0.04,0.046,121.5,0.51,0.14,1585,0.4,15653,0.46,26204,--------,-------,12075,18619,0,85299,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,72866.1,0.23,0.352,162.1,39.11307805
NA,SM,50,NA,C,6,hm101119.299,10/11/19,55208,184.7,84844,88029,88475,3185,3631,0.036,0.041,117.3,0.54,0.14,1651,0.52,18214,0.34,27119,--------,-------,14660,18907,0,85296,0.01,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,73433.6,0.22,0.352,162.1,37.60420454
NA,SM,50,NA,C,6,hm101119.300,10/11/19,55232,196.5,85033,88090,88606,3057,3573,0.035,0.04,121.2,0.53,0.13,1415,0.56,19428,0.3,20995,--------,-------,15963,17490,0,85402,0,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,73925.4,0.22,0.352,162.1,38.89534331
NA,CM,100,NA,A,4,hm101119.301,10/11/19,55250,0,46534,83274,90675,36739,44141,0.441,0.487,138.5,0.34,0.35,242,0.53,1630,0.11,28663,--------,-------,1076,4164,0,48851,0.05,500,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,47844.9,1,0.441,138.5,0
NA,CM,100,NA,A,4,hm101119.302,10/11/19,55275,5,48073,85272,92552,37199,44479,0.436,0.481,136.9,0.31,0.32,231,0.56,1679,0.11,26569,--------,-------,1152,4073,0,50432,0.05,500,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,48549.1,1.01,0.441,138.5,8.408031619
NA,CM,100,NA,A,4,hm101119.303,10/11/19,55299,10,53008,89964,96576,36956,43568,0.411,0.451,125,0.24,0.39,542,0.5,2854,0.12,27426,--------,-------,1841,4801,0,55246,0.04,500,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,51691.6,0.97,0.441,138.5,15.85183943
NA,CM,100,NA,A,4,hm101119.304,10/11/19,55324,15,61519,103206,110857,41687,49339,0.404,0.445,115.3,0.23,0.47,753,0.42,3722,0.11,27537,--------,-------,2158,4862,0,63977,0.04,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,58505.9,0.93,0.441,138.5,23.37278514
NA,CM,100,NA,A,4,hm101119.305,10/11/19,55348,20,58169,98522,105505,40353,47336,0.41,0.449,117.6,0.24,0.45,691,0.45,3386,0.11,28513,--------,-------,2040,4887,0,60576,0.04,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,54570.7,0.92,0.441,138.5,31.62654095
NA,CM,100,NA,A,4,hm101119.306,10/11/19,55372,31.8,63961,102753,110370,38792,46408,0.378,0.42,109.4,0.21,0.5,914,0.44,4779,0.06,54081,--------,-------,2728,5650,0,66050,0.03,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,57768.3,0.86,0.441,138.5,46.36142352
NA,CM,100,NA,A,4,hm101119.307,10/11/19,55397,43.5,65646,100549,107750,34903,42103,0.347,0.391,107.2,0.23,0.51,968,0.44,5061,0.06,46700,--------,-------,2869,5281,0,67543,0.03,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,57615.2,0.81,0.441,138.5,58.21790517
NA,CM,100,NA,A,4,hm101119.308,10/11/19,55421,55.3,66828,98106,104864,31278,38036,0.319,0.363,106.1,0.26,0.51,1021,0.44,5451,0.05,64125,--------,-------,3082,5975,0,68453,0.02,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,57416.1,0.77,0.441,138.5,68.03833183
NA,CM,100,NA,A,4,hm101119.309,10/11/19,55445,67.1,67036,94664,100940,27629,33905,0.292,0.336,105.8,0.29,0.51,1057,0.44,5505,0.06,42102,--------,-------,3127,5272,0,68446,0.02,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,56567.8,0.73,0.441,138.5,75.56891978
NA,CM,100,NA,A,4,hm101119.310,10/11/19,55470,78.8,67261,92875,98751,25614,31490,0.276,0.319,101.6,0.27,0.52,1063,0.43,5697,0.05,42253,--------,-------,3174,5124,0,68503,0.02,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,56226.7,0.7,0.441,138.5,83.88284315
NA,CM,100,NA,A,4,hm101119.311,10/11/19,55494,90.6,67431,90573,95937,23142,28506,0.256,0.297,102.2,0.3,0.52,1097,0.43,5720,0.06,39955,--------,-------,3186,5274,0,68587,0.02,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,55854.2,0.67,0.441,138.5,89.45528539
NA,CM,100,NA,A,4,hm101119.312,10/11/19,55518,102.3,67800,89007,93899,21207,26099,0.238,0.278,101.6,0.31,0.49,1099,0.44,5539,0.06,38570,--------,-------,3200,5482,0,68869,0.02,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,55656.9,0.64,0.441,138.5,93.90537112
NA,CM,100,NA,A,4,hm101119.313,10/11/19,55543,114.1,67927,87323,91803,19396,23876,0.222,0.26,102.7,0.33,0.5,1132,0.44,5575,0.07,38055,--------,-------,3214,5570,0,68947,0.01,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,55573.9,0.61,0.441,138.5,97.69592776
NA,CM,100,NA,A,4,hm101119.314,10/11/19,55567,125.9,67729,85879,90095,18150,22366,0.211,0.248,101.6,0.33,0.5,1149,0.44,5817,0.05,51993,--------,-------,3337,5874,0,68670,0.01,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,55389.5,0.6,0.441,138.5,102.4580363
NA,CM,100,NA,A,4,hm101119.315,10/11/19,55591,137.6,67352,84163,88055,16811,20703,0.2,0.235,101.3,0.34,0.5,1118,0.44,5597,0.06,40128,--------,-------,3230,5537,0,68123,0.01,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,55005.9,0.58,0.441,138.5,106.141757
NA,CM,100,NA,A,4,hm101119.316,10/11/19,55616,149.4,66812,82349,85872,15537,19060,0.189,0.222,102.2,0.34,0.5,1168,0.44,5624,0.06,55131,--------,-------,3245,6233,0,67618,0.01,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,54780.9,0.56,0.441,138.5,108.9056081
NA,CM,100,NA,A,4,hm101119.317,10/11/19,55640,161.2,65711,80314,83509,14603,17797,0.182,0.213,99.6,0.32,0.5,1127,0.45,5552,0.06,63914,--------,-------,3220,6657,0,66484,0.01,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,54006.4,0.56,0.441,138.5,113.1551353
NA,CM,100,NA,A,4,hm101119.318,10/11/19,55665,172.9,64753,77683,80545,12930,15792,0.166,0.196,104.5,0.38,0.5,1206,0.43,5716,0.07,41854,--------,-------,3281,6131,0,65444,0.01,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,53126.8,0.53,0.441,138.5,110.698293
NA,CM,100,NA,A,4,hm101119.319,10/11/19,55689,184.7,63571,75781,78423,12210,14851,0.161,0.189,102.7,0.36,0.5,1217,0.41,5638,0.08,38637,--------,-------,3210,6188,0,64256,0.01,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,52352.3,0.52,0.441,138.5,114.6913366
NA,CM,100,NA,A,4,hm101119.320,10/11/19,55713,196.5,62717,74061,76516,11344,13799,0.153,0.18,103,0.37,0.5,1198,0.43,5660,0.07,47415,--------,-------,3259,6284,0,63323,0.01,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,51919,0.51,0.441,138.5,115.9556269
NA,CM,100,NA,B,4,hm101119.321,10/11/19,55774,0,45035,81733,88055,36698,43020,0.449,0.489,133.5,0.34,0.36,265,0.53,1628,0.11,29046,--------,-------,1071,4087,0,47276,0.05,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,46062.3,1,0.449,133.5,0
NA,CM,100,NA,B,4,hm101119.322,10/11/19,55798,5,46477,83327,90032,36850,43555,0.442,0.484,131.3,0.31,0.35,262,0.54,1752,0.11,27248,--------,-------,1165,4148,0,48756,0.05,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,46694.8,1.01,0.449,133.5,8.069634361
NA,CM,100,NA,B,4,hm101119.323,10/11/19,55823,10,50589,87015,93032,36427,42444,0.419,0.456,125.1,0.27,0.37,453,0.5,2472,0.13,25155,--------,-------,1623,4667,0,52801,0.04,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,49200.9,0.96,0.449,133.5,15.29944252
NA,CM,100,NA,B,4,hm101119.324,10/11/19,55847,15,53433,88068,94175,34635,40742,0.393,0.433,116.1,0.24,0.45,686,0.42,3389,0.13,24839,--------,-------,1999,5028,0,55470,0.04,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,50731.4,0.93,0.449,133.5,21.52511066
NA,CM,100,NA,B,4,hm101119.325,10/11/19,55871,20,53309,87750,93903,34441,40594,0.392,0.432,115.7,0.24,0.43,631,0.44,3131,0.13,24926,--------,-------,1894,4859,0,55202,0.03,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,50054.7,0.91,0.449,133.5,28.62711918
NA,CM,100,NA,B,4,hm101119.326,10/11/19,55896,31.8,58417,91388,97959,32970,39542,0.361,0.404,107.5,0.22,0.49,892,0.43,4912,0.08,30507,--------,-------,2759,5043,0,60223,0.03,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,52584.7,0.85,0.449,133.5,41.91755137
NA,CM,100,NA,B,4,hm101119.327,10/11/19,55920,43.5,59878,89866,96214,29989,36336,0.334,0.378,104.7,0.24,0.51,974,0.43,5691,0.06,38181,--------,-------,3113,5249,0,61426,0.03,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,52422.4,0.8,0.449,133.5,53.05145594
NA,CM,100,NA,B,4,hm101119.328,10/11/19,55944,55.3,60597,87585,93561,26987,32964,0.308,0.352,103.8,0.27,0.5,1022,0.43,5863,0.06,37478,--------,-------,3258,5448,0,61959,0.02,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,51863.7,0.76,0.449,133.5,62.19241642
NA,CM,100,NA,B,4,hm101119.329,10/11/19,55969,67.1,60841,85116,90662,24275,29822,0.285,0.329,102.3,0.28,0.5,1050,0.43,5783,0.07,29394,--------,-------,3222,5075,0,62072,0.02,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,51251.4,0.72,0.449,133.5,69.82789715
NA,CM,100,NA,B,4,hm101119.330,10/11/19,55993,78.8,60857,82992,88212,22135,27356,0.267,0.31,101.4,0.29,0.5,1045,0.44,5936,0.06,38136,--------,-------,3346,5546,0,62019,0.02,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,50646.6,0.68,0.449,133.5,76.82437968
NA,CM,100,NA,B,4,hm101119.331,10/11/19,56017,90.6,60809,80940,85565,20130,24755,0.249,0.289,100.3,0.32,0.49,1097,0.44,5784,0.07,25288,--------,-------,3315,4937,0,61752,0.02,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,50152.4,0.65,0.449,133.5,82.37380516
NA,CM,100,NA,B,4,hm101119.332,10/11/19,56042,102.3,60462,79009,83313,18547,22851,0.235,0.274,99.5,0.32,0.49,1098,0.45,6013,0.06,35014,--------,-------,3456,5463,0,61343,0.01,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,49626.8,0.63,0.449,133.5,87.78192075
NA,CM,100,NA,B,4,hm101119.333,10/11/19,56066,114.1,60252,77033,80948,16781,20696,0.218,0.256,101.6,0.34,0.49,1138,0.43,5945,0.08,31297,--------,-------,3409,5649,0,61081,0.01,300,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,49145.5,0.6,0.449,133.5,90.82464759
