MCstrain,Prey,Light,Fed,Rep,ExptDay,File,DATE,TIME,PAR,Fo(or_F),Fm,FmDec,Fv,FvDEC,Fv/Fm,FvD/FmD,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fm(PAM),Fv/Fm(PAM),GAIN,MTF:Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fo-prime,qp-coeff,FvFm_0,Sigma_0,ETR
NA,SM,10,NA,A,0,hm100119.001,10/1/19,58002,0,11086,22905,24377,11819,13290,0.516,0.545,140.5,0.51,0.33,196,0.53,1538,0.15,26664,--------,-------,1023,4752,0,11716,0.05,1100,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11055.5,1,0.516,140.5,0
NA,SM,10,NA,A,0,hm100119.002,10/1/19,58031,5,11975,24053,25232,12078,13257,0.502,0.525,138.8,0.46,0.31,303,0.52,1994,0.17,24729,--------,-------,1357,5319,0,12641,0.05,1100,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11749.3,0.98,0.516,140.5,8.393189
NA,SM,10,NA,A,0,hm100119.003,10/1/19,58060,10,14460,27819,29145,13359,14686,0.48,0.504,126,0.4,0.4,641,0.43,3213,0.17,25025,--------,-------,1977,5938,0,15212,0.05,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,13640.3,0.94,0.516,140.5,16.05072
NA,SM,10,NA,A,0,hm100119.004,10/1/19,58089,15,13654,25520,26838,11865,13183,0.465,0.491,123.8,0.4,0.39,598,0.46,3093,0.15,26773,--------,-------,1942,5547,0,14265,0.04,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12649.7,0.92,0.516,140.5,23.3237025
NA,SM,10,NA,A,0,hm100119.005,10/1/19,58118,20,13772,24922,26221,11149,12449,0.447,0.475,121.4,0.4,0.41,643,0.44,3045,0.15,25412,--------,-------,1898,5398,0,14365,0.04,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12549.7,0.9,0.516,140.5,29.894466
NA,SM,10,NA,A,0,hm100119.006,10/1/19,58147,31.8,14580,24266,25632,9686,11051,0.399,0.431,113,0.38,0.49,917,0.37,4764,0.14,26505,--------,-------,2569,5806,0,15079,0.03,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12573.8,0.83,0.516,140.5,42.42807198
NA,SM,10,NA,A,0,hm100119.007,10/1/19,58175,43.5,15201,23923,25306,8721,10105,0.365,0.399,108.5,0.37,0.49,1004,0.37,5488,0.13,26051,--------,-------,2931,6012,0,15676,0.03,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12632.5,0.77,0.516,140.5,53.09277225
NA,SM,10,NA,A,0,hm100119.008,10/1/19,58204,55.3,16026,24163,25558,8137,9533,0.337,0.373,105,0.35,0.48,1055,0.37,5588,0.15,22911,--------,-------,3018,5905,0,16429,0.02,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12955.6,0.73,0.516,140.5,62.31725479
NA,SM,10,NA,A,0,hm100119.009,10/1/19,58233,67.1,16045,23098,24344,7053,8299,0.305,0.341,101.7,0.36,0.47,1104,0.38,6052,0.15,21501,--------,-------,3312,6030,0,16413,0.02,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12649.7,0.68,0.516,140.5,68.43458545
NA,SM,10,NA,A,0,hm100119.010,10/1/19,58262,78.8,15602,21660,22778,6057,7176,0.28,0.315,98.9,0.37,0.44,1115,0.41,6078,0.15,20546,--------,-------,3491,6069,0,15892,0.02,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12096.5,0.63,0.516,140.5,73.7798096
NA,SM,10,NA,A,0,hm100119.011,10/1/19,58291,90.6,15206,20416,21404,5211,6198,0.255,0.29,97.6,0.37,0.43,1138,0.42,6431,0.15,20428,--------,-------,3757,6250,0,15467,0.02,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11717.2,0.6,0.516,140.5,77.2541217
NA,SM,10,NA,A,0,hm100119.012,10/1/19,58320,102.3,14999,19384,20165,4385,5166,0.226,0.256,96.9,0.41,0.42,1245,0.38,6585,0.2,17352,--------,-------,3803,6533,0,15195,0.01,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11498.5,0.56,0.516,140.5,77.31029922
NA,SM,10,NA,A,0,hm100119.013,10/1/19,58349,114.1,14712,18455,19109,3743,4396,0.203,0.23,94.5,0.41,0.4,1235,0.39,6679,0.21,17340,--------,-------,3917,6733,0,14887,0.01,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11371.4,0.53,0.516,140.5,77.45241497
NA,SM,10,NA,A,0,hm100119.014,10/1/19,58377,125.9,14614,17938,18494,3324,3879,0.185,0.21,92.8,0.4,0.38,1197,0.42,6690,0.2,17123,--------,-------,4070,6690,0,14761,0.01,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11392.1,0.51,0.516,140.5,77.88444685
NA,SM,10,NA,A,0,hm100119.015,10/1/19,58406,137.6,14355,17168,17637,2813,3282,0.164,0.186,97.7,0.45,0.34,1195,0.42,6361,0.24,19458,--------,-------,4051,7762,0,14510,0.01,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11236.4,0.47,0.516,140.5,75.45978496
NA,SM,10,NA,A,0,hm100119.016,10/1/19,58435,149.4,14024,16520,16888,2496,2863,0.151,0.17,94.7,0.43,0.39,1295,0.3,7139,0.32,12988,--------,-------,3833,6758,0,14126,0.01,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11071.9,0.46,0.516,140.5,75.43637766
NA,SM,10,NA,A,0,hm100119.017,10/1/19,58464,161.2,13806,16003,16311,2198,2505,0.137,0.154,95.2,0.45,0.32,1233,0.46,6744,0.22,25296,--------,-------,4475,9079,0,13949,0.01,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10971.4,0.44,0.516,140.5,73.84802516
NA,SM,10,NA,A,0,hm100119.018,10/1/19,58493,172.9,13657,15635,15924,1978,2267,0.127,0.142,93.1,0.47,0.3,1201,0.45,6423,0.25,21768,--------,-------,4326,8654,0,13774,0.01,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10961.5,0.42,0.516,140.5,73.42635937
NA,SM,10,NA,A,0,hm100119.019,10/1/19,58522,184.7,13949,15776,16036,1827,2087,0.116,0.13,95.9,0.45,0.31,1210,0.37,6329,0.32,16728,--------,-------,4011,8034,0,14044,0.01,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11268.4,0.41,0.516,140.5,71.64372628
NA,SM,10,NA,A,0,hm100119.020,10/1/19,58551,196.5,14134,15797,16026,1663,1891,0.105,0.118,95.4,0.49,0.29,1233,0.38,6400,0.33,19303,--------,-------,4158,9135,0,14230,0.01,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11461,0.38,0.516,140.5,68.99301675
NA,SM,10,NA,B,0,hm100119.021,10/1/19,58593,0,10804,21884,23624,11079,12819,0.506,0.543,138.7,0.51,0.33,210,0.52,1542,0.15,24835,--------,-------,1022,4705,0,11374,0.05,1100,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10995.5,1,0.506,138.7,0
NA,SM,10,NA,B,0,hm100119.022,10/1/19,58622,5,11956,23605,25145,11649,13189,0.493,0.525,138.8,0.46,0.32,322,0.5,2072,0.18,23641,--------,-------,1394,5323,0,12599,0.05,1100,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11967.6,1,0.506,138.7,8.297925408
NA,SM,10,NA,B,0,hm100119.023,10/1/19,58651,10,14594,27981,29925,13388,15331,0.478,0.512,123.1,0.39,0.4,649,0.4,3209,0.19,21738,--------,-------,1927,5765,0,15375,0.05,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,13996,0.96,0.506,138.7,16.09090606
NA,SM,10,NA,B,0,hm100119.024,10/1/19,58679,15,13730,25691,27294,11961,13564,0.466,0.497,123.8,0.4,0.4,611,0.44,2991,0.16,23541,--------,-------,1862,5403,0,14399,0.05,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12927.5,0.94,0.506,138.7,23.5304254
NA,SM,10,NA,B,0,hm100119.025,10/1/19,58708,20,13339,24255,25863,10916,12524,0.45,0.484,121.5,0.4,0.39,578,0.45,2898,0.15,24459,--------,-------,1818,5275,0,13947,0.04,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12373.3,0.92,0.506,138.7,30.29668506
NA,SM,10,NA,B,0,hm100119.026,10/1/19,58737,31.8,14193,23796,25350,9603,11157,0.404,0.44,113.4,0.38,0.5,878,0.36,4652,0.14,23715,--------,-------,2462,5471,0,14654,0.03,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12494.5,0.85,0.506,138.7,43.24750803
NA,SM,10,NA,B,0,hm100119.027,10/1/19,58766,43.5,14299,22645,24138,8346,9839,0.369,0.408,110.5,0.38,0.48,939,0.37,5012,0.15,22685,--------,-------,2706,5800,0,14720,0.03,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12065.5,0.79,0.506,138.7,54.0341378
NA,SM,10,NA,B,0,hm100119.028,10/1/19,58795,55.3,14471,21971,23347,7500,8875,0.341,0.38,107,0.37,0.5,1045,0.37,6024,0.13,24799,--------,-------,3172,5887,0,14845,0.03,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11855.1,0.74,0.506,138.7,63.47929769
NA,SM,10,NA,B,0,hm100119.029,10/1/19,58824,67.1,14863,21500,22792,6637,7929,0.309,0.348,104.5,0.37,0.47,1058,0.4,6116,0.13,22477,--------,-------,3381,5860,0,15168,0.02,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11882.7,0.69,0.506,138.7,69.79649315
NA,SM,10,NA,B,0,hm100119.030,10/1/19,58853,78.8,15252,21184,22377,5932,7125,0.28,0.318,101.9,0.38,0.45,1104,0.4,6159,0.15,20441,--------,-------,3492,6020,0,15549,0.02,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11989.6,0.65,0.506,138.7,74.27400657
NA,SM,10,NA,B,0,hm100119.031,10/1/19,58881,90.6,15236,20532,21572,5297,6336,0.258,0.294,99.7,0.38,0.44,1121,0.42,6562,0.13,21381,--------,-------,3780,6145,0,15490,0.02,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11875.8,0.61,0.506,138.7,78.68655044
NA,SM,10,NA,B,0,hm100119.032,10/1/19,58910,102.3,14995,19784,20748,4789,5753,0.242,0.277,99.3,0.38,0.43,1121,0.41,6236,0.16,20135,--------,-------,3640,6296,0,15200,0.01,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11634.4,0.59,0.506,138.7,83.33810148
NA,SM,10,NA,B,0,hm100119.033,10/1/19,58939,114.1,14605,18807,19654,4202,5050,0.223,0.257,98.3,0.39,0.39,1063,0.5,6565,0.11,30688,--------,-------,4129,7028,0,14838,0.02,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11350.7,0.56,0.506,138.7,85.65310485
NA,SM,10,NA,B,0,hm100119.034,10/1/19,58968,125.9,14363,18042,18766,3679,4404,0.204,0.235,98.1,0.4,0.39,1110,0.47,6680,0.14,22777,--------,-------,4140,6665,0,14554,0.01,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11175.8,0.54,0.506,138.7,86.45866004
NA,SM,10,NA,B,0,hm100119.035,10/1/19,58997,137.6,14185,17444,18037,3258,3852,0.187,0.214,98.8,0.43,0.37,1163,0.41,6192,0.22,17783,--------,-------,3786,6837,0,14358,0.01,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11081.2,0.51,0.506,138.7,86.61889584
NA,SM,10,NA,B,0,hm100119.036,10/1/19,59026,149.4,14101,17086,17611,2984,3509,0.175,0.199,95,0.41,0.37,1120,0.45,6520,0.18,19373,--------,-------,4075,6858,0,14257,0.01,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11088.1,0.5,0.506,138.7,88.0118701
NA,SM,10,NA,B,0,hm100119.037,10/1/19,59055,161.2,13802,16444,16894,2642,3091,0.161,0.183,94.7,0.42,0.38,1184,0.47,7047,0.15,27589,--------,-------,4424,7978,0,13954,0.01,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10960.5,0.48,0.506,138.7,87.36621408
NA,SM,10,NA,B,0,hm100119.038,10/1/19,59083,172.9,13513,15785,16162,2272,2649,0.144,0.164,98.9,0.47,0.33,1122,0.46,6633,0.22,18629,--------,-------,4328,7424,0,13619,0.01,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10809.8,0.46,0.506,138.7,83.81274955
NA,SM,10,NA,B,0,hm100119.039,10/1/19,59112,184.7,13195,15339,15663,2144,2468,0.14,0.158,95.4,0.43,0.35,1168,0.4,6507,0.24,19112,--------,-------,4004,7695,0,13311,0.01,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10614.7,0.45,0.506,138.7,87.04574247
NA,SM,10,NA,B,0,hm100119.040,10/1/19,59141,196.5,13221,15090,15387,1868,2166,0.124,0.141,98.7,0.5,0.31,1164,0.4,6265,0.29,17240,--------,-------,4064,7881,0,13313,0.01,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10730,0.43,0.506,138.7,82.02322535
NA,SM,10,NA,C,0,hm100119.041,10/1/19,59221,0,10957,21426,23315,10469,12358,0.489,0.53,140.8,0.49,0.34,238,0.51,1588,0.15,25230,--------,-------,1043,4628,0,11515,0.05,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11279.5,1,0.489,140.8,0
NA,SM,10,NA,C,0,hm100119.042,10/1/19,59250,5,12846,25184,26861,12338,14015,0.49,0.522,138.3,0.46,0.33,344,0.49,2099,0.18,23793,--------,-------,1394,5320,0,13499,0.05,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12947.4,1.01,0.489,140.8,8.663363534
NA,SM,10,NA,C,0,hm100119.043,10/1/19,59279,10,13828,25911,27977,12084,14149,0.466,0.506,122.8,0.38,0.4,635,0.39,3179,0.21,20433,--------,-------,1895,5825,0,14510,0.05,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,13373.5,0.96,0.489,140.8,16.47807105
NA,SM,10,NA,C,0,hm100119.044,10/1/19,59307,15,13296,24513,26260,11217,12964,0.458,0.494,124.8,0.4,0.4,623,0.44,3214,0.16,24045,--------,-------,1968,5516,0,13923,0.05,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12597.5,0.94,0.489,140.8,24.29277856
NA,SM,10,NA,C,0,hm100119.045,10/1/19,59336,20,13133,23934,25552,10801,12418,0.451,0.486,125,0.41,0.4,601,0.45,2833,0.15,25403,--------,-------,1786,5322,0,13719,0.04,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12354,0.93,0.489,140.8,31.89532207
NA,SM,10,NA,C,0,hm100119.046,10/1/19,59365,31.8,14081,23939,25593,9858,11512,0.412,0.45,119.1,0.39,0.49,834,0.37,4170,0.14,25523,--------,-------,2279,5591,0,14610,0.04,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12632.3,0.87,0.489,140.8,46.32813211
NA,SM,10,NA,C,0,hm100119.047,10/1/19,59394,43.5,14555,23524,25150,8969,10595,0.381,0.421,114.5,0.37,0.5,913,0.34,4670,0.16,21089,--------,-------,2444,5415,0,15025,0.03,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12555.2,0.82,0.489,140.8,58.60500226
NA,SM,10,NA,C,0,hm100119.048,10/1/19,59423,55.3,14624,22564,24078,7940,9453,0.352,0.393,111.2,0.36,0.5,973,0.39,5863,0.11,29879,--------,-------,3113,5930,0,15069,0.03,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12214.8,0.77,0.489,140.8,68.8316609
NA,SM,10,NA,C,0,hm100119.049,10/1/19,59452,67.1,14681,21569,22946,6888,8265,0.319,0.36,109.3,0.38,0.47,1009,0.42,5901,0.11,27566,--------,-------,3317,5993,0,15048,0.02,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11925.8,0.71,0.489,140.8,75.68915514
NA,SM,10,NA,C,0,hm100119.050,10/1/19,59481,78.8,14453,20556,21779,6104,7326,0.297,0.336,105.2,0.37,0.47,1038,0.44,6329,0.1,33600,--------,-------,3596,6471,0,14780,0.02,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11537.6,0.68,0.489,140.8,82.75669175
NA,SM,10,NA,C,0,hm100119.051,10/1/19,59509,90.6,14486,19981,21094,5494,6607,0.275,0.313,103.5,0.37,0.44,1049,0.45,6344,0.1,29849,--------,-------,3732,6410,0,14776,0.02,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11427.7,0.64,0.489,140.8,88.10110304
NA,SM,10,NA,C,0,hm100119.052,10/1/19,59538,102.3,14920,19973,21019,5053,6099,0.253,0.29,100.9,0.37,0.43,1042,0.48,6383,0.09,30986,--------,-------,3877,6417,0,15195,0.02,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11682.3,0.61,0.489,140.8,91.52012598
NA,SM,10,NA,C,0,hm100119.053,10/1/19,59567,114.1,14983,19368,20283,4385,5300,0.226,0.261,103.7,0.41,0.41,1105,0.46,6490,0.14,22842,--------,-------,3959,6509,0,15220,0.02,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11700.9,0.57,0.489,140.8,91.18313882
NA,SM,10,NA,C,0,hm100119.054,10/1/19,59596,125.9,14815,18732,19532,3917,4717,0.209,0.242,102.2,0.41,0.38,1104,0.52,6687,0.1,32021,--------,-------,4312,6963,0,15022,0.01,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11619.5,0.55,0.489,140.8,93.04487796
NA,SM,10,NA,C,0,hm100119.055,10/1/19,59625,137.6,14508,17969,18645,3461,4136,0.193,0.222,100.8,0.42,0.37,1093,0.51,6757,0.11,27878,--------,-------,4364,7035,0,14682,0.01,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11393.7,0.53,0.489,140.8,93.90661743
NA,SM,10,NA,C,0,hm100119.056,10/1/19,59654,149.4,14170,17225,17814,3055,3644,0.177,0.205,99.4,0.43,0.36,1073,0.46,6246,0.18,20907,--------,-------,3972,7013,0,14323,0.01,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11179.5,0.51,0.489,140.8,93.50704188
NA,SM,10,NA,C,0,hm100119.057,10/1/19,59683,161.2,14055,16778,17306,2723,3251,0.162,0.188,101.5,0.45,0.34,1101,0.5,6428,0.16,23504,--------,-------,4272,7406,0,14211,0.01,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11136.4,0.48,0.489,140.8,92.3422615
NA,SM,10,NA,C,0,hm100119.058,10/1/19,59711,172.9,13964,16513,16989,2549,3025,0.154,0.178,97.3,0.44,0.34,1053,0.53,6742,0.13,29161,--------,-------,4496,7667,0,14106,0.01,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11177.9,0.48,0.489,140.8,94.15343488
NA,SM,10,NA,C,0,hm100119.059,10/1/19,59740,184.7,13909,16241,16661,2332,2751,0.144,0.165,97.2,0.45,0.34,1118,0.49,6695,0.17,23801,--------,-------,4395,7726,0,14049,0.01,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11191.7,0.46,0.489,140.8,94.0480601
NA,SM,10,NA,C,0,hm100119.060,10/1/19,59769,196.5,13960,16140,16532,2179,2572,0.135,0.156,96.8,0.44,0.33,1071,0.52,6854,0.15,30408,--------,-------,4598,8510,0,14105,0.01,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11318.6,0.45,0.489,140.8,93.80301067
NA,CM,50,NA,A,0,hm100119.061,10/1/19,59818,0,4362,8447,9180,4084,4818,0.484,0.525,132.4,0.41,0.42,313,0.51,1782,0.08,44280,--------,-------,1118,4515,0,4571,0.05,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4449.5,1,0.484,132.4,0
NA,CM,50,NA,A,0,hm100119.062,10/1/19,59847,5,4599,8653,9499,4054,4899,0.468,0.516,127.5,0.36,0.39,309,0.51,1728,0.09,32361,--------,-------,1112,3998,0,4827,0.05,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4675.4,1.02,0.484,132.4,7.861132919
NA,CM,50,NA,A,0,hm100119.063,10/1/19,59876,10,4666,8627,9375,3961,4709,0.459,0.502,125.3,0.34,0.39,354,0.51,1822,0.1,32531,--------,-------,1188,4208,0,4885,0.04,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4614,0.99,0.484,132.4,15.41991457
NA,CM,50,NA,A,0,hm100119.064,10/1/19,59905,15,4736,8661,9341,3925,4604,0.453,0.493,125.2,0.35,0.46,474,0.45,2225,0.1,32249,--------,-------,1343,4286,0,4950,0.04,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4616.4,0.97,0.484,132.4,22.82752059
NA,CM,50,NA,A,0,hm100119.065,10/1/19,59934,20,5019,9377,10099,4358,5080,0.465,0.503,121.9,0.35,0.44,447,0.44,2151,0.11,31644,--------,-------,1299,4678,0,5280,0.05,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4786.8,0.95,0.484,132.4,31.24296417
NA,CM,50,NA,A,0,hm100119.066,10/1/19,59963,31.8,4915,8910,9591,3995,4676,0.448,0.488,118,0.34,0.46,510,0.43,2335,0.11,29116,--------,-------,1394,4520,0,5135,0.04,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4545.2,0.92,0.484,132.4,47.86018975
NA,CM,50,NA,A,0,hm100119.067,10/1/19,59991,43.5,5074,8857,9510,3784,4436,0.427,0.466,116,0.34,0.49,597,0.4,2734,0.11,27648,--------,-------,1566,4506,0,5276,0.04,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4541.9,0.88,0.484,132.4,62.40026214
NA,CM,50,NA,A,0,hm100119.068,10/1/19,60020,55.3,5247,8770,9377,3523,4129,0.402,0.44,115.2,0.34,0.52,692,0.36,3348,0.12,25862,--------,-------,1779,4602,0,5418,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4530.8,0.83,0.484,132.4,74.68277841
NA,CM,50,NA,A,0,hm100119.069,10/1/19,60049,67.1,5361,8647,9228,3285,3867,0.38,0.419,116.2,0.36,0.52,761,0.36,3640,0.12,25836,--------,-------,1931,4869,0,5522,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4509.2,0.79,0.484,132.4,85.65947315
NA,CM,50,NA,A,0,hm100119.070,10/1/19,60078,78.8,5566,8746,9316,3180,3750,0.364,0.403,113.6,0.34,0.55,829,0.33,4212,0.11,26826,--------,-------,2106,4906,0,5742,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4574.9,0.76,0.484,132.4,96.3600204
NA,CM,50,NA,A,0,hm100119.071,10/1/19,60107,90.6,5793,8833,9421,3040,3627,0.344,0.385,113.6,0.36,0.54,817,0.36,4550,0.1,32371,--------,-------,2320,5195,0,5962,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4657.2,0.73,0.484,132.4,104.7022278
NA,CM,50,NA,A,0,hm100119.072,10/1/19,60136,102.3,5941,8878,9440,2937,3499,0.331,0.371,112.1,0.34,0.57,881,0.34,4834,0.09,36395,--------,-------,2362,5288,0,6098,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4743.6,0.71,0.484,132.4,113.7556325
NA,CM,50,NA,A,0,hm100119.073,10/1/19,60165,114.1,5981,8708,9233,2728,3252,0.313,0.352,110.9,0.34,0.57,915,0.35,5017,0.09,38080,--------,-------,2469,5516,0,6126,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4723.3,0.68,0.484,132.4,119.9773497
NA,CM,50,NA,A,0,hm100119.074,10/1/19,60193,125.9,6036,8589,9099,2553,3063,0.297,0.337,111.1,0.35,0.55,912,0.38,4900,0.07,42495,--------,-------,2547,5520,0,6166,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4744.9,0.66,0.484,132.4,125.6178805
NA,CM,50,NA,A,0,hm100119.075,10/1/19,60222,137.6,6190,8646,9155,2456,2965,0.284,0.324,109.2,0.34,0.57,926,0.37,5639,0.06,71954,--------,-------,2795,6641,0,6336,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4845.5,0.65,0.484,132.4,131.2822635
NA,CM,50,NA,A,0,hm100119.076,10/1/19,60251,149.4,6413,8745,9203,2332,2790,0.267,0.303,107.8,0.33,0.57,962,0.37,5457,0.06,43729,--------,-------,2731,5301,0,6522,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4990.6,0.62,0.484,132.4,134.0081282
NA,CM,50,NA,A,0,hm100119.077,10/1/19,60280,161.2,6480,8676,9130,2196,2650,0.253,0.29,108.8,0.35,0.56,982,0.37,5463,0.07,43750,--------,-------,2756,5679,0,6596,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5024,0.6,0.484,132.4,137.0108122
NA,CM,50,NA,A,0,hm100119.078,10/1/19,60309,172.9,6390,8462,8879,2071,2488,0.245,0.28,108.3,0.34,0.57,995,0.37,5701,0.06,53815,--------,-------,2832,6032,0,6498,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4976.3,0.59,0.484,132.4,142.3083423
NA,CM,50,NA,A,0,hm100119.079,10/1/19,60338,184.7,6376,8324,8739,1948,2363,0.234,0.27,107.6,0.35,0.56,966,0.37,5349,0.07,35532,--------,-------,2715,5093,0,6478,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4955.2,0.58,0.484,132.4,145.195125
NA,CM,50,NA,A,0,hm100119.080,10/1/19,60367,196.5,6444,8299,8667,1855,2223,0.223,0.257,107.9,0.35,0.55,990,0.38,5070,0.08,40567,--------,-------,2647,5534,0,6554,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5029,0.57,0.484,132.4,147.2097923
NA,CM,50,NA,B,0,hm100119.081,10/1/19,60394,0,4345,8405,9212,4060,4867,0.483,0.528,130.8,0.4,0.4,308,0.51,1705,0.09,36872,--------,-------,1086,4243,0,4590,0.05,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4440.2,1,0.483,130.8,0
NA,CM,50,NA,B,0,hm100119.082,10/1/19,60423,5,4613,8606,9440,3994,4827,0.464,0.511,125.5,0.35,0.38,345,0.53,1766,0.09,34425,--------,-------,1171,4256,0,4857,0.05,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4735.7,1.03,0.483,130.8,7.715698643
NA,CM,50,NA,B,0,hm100119.083,10/1/19,60452,10,4775,9046,9882,4271,5108,0.472,0.517,121.7,0.33,0.38,344,0.51,1788,0.11,29985,--------,-------,1172,4216,0,5013,0.05,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4736.7,0.99,0.483,130.8,15.69745586
