Label,MCstrain,Prey,Light,Fed,Rep,ExptDay,File,DATE,TIME,PAR,Fo(or_F),Fm,FmDec,Fv,FvDEC,Fv/Fm,FvD/FmD,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fm(PAM),Fv/Fm(PAM),GAIN,MTF:Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fo-prime,qp-coeff,FvFm_0,Sigma_0,ETR
HP10NA,1802,HP,10,N,A,0,hm071919.001,7/19/19,59723,0,3468,7170,7517,3702,4048,0.516,0.539,131.9,0.45,0.48,297,0.4,1397,0.12,33259,--------,-------,794,4618,0,3679,0.06,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3512.3,1,0.516,131.9,0
HP10NA,1802,HP,10,N,A,0,hm071919.002,7/19/19,59761,5,3143,6015,6311,2873,3168,0.478,0.502,121.4,0.41,0.42,287,0.44,1461,0.14,28058,--------,-------,888,4820,0,3291,0.05,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3163.6,1.01,0.516,131.9,7.5027358
HP10NA,1802,HP,10,N,A,0,hm071919.003,7/19/19,59799,10,3517,5672,5917,2155,2400,0.38,0.406,105,0.3,0.41,519,0.32,1638,0.26,20565,--------,-------,1011,6179,0,3657,0.04,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3475.8,0.98,0.516,131.9,11.929036
HP10NA,1802,HP,10,N,A,0,hm071919.004,7/19/19,59837,15,3461,5026,5220,1565,1759,0.311,0.337,96.8,0.28,0.63,898,0.14,16926,0.23,17419,--------,-------,3884,7012,0,3559,0.03,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3306,0.91,0.516,131.9,14.6444613
HP10NA,1802,HP,10,N,A,0,hm071919.005,7/19/19,59875,20,3307,4571,4723,1264,1416,0.277,0.3,97.3,0.27,0.6,900,0.17,16743,0.23,16759,--------,-------,4440,7282,0,3377,0.02,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3119.7,0.87,0.516,131.9,17.3912788
HP10NA,1802,HP,10,N,A,0,hm071919.006,7/19/19,59912,31.8,3406,4248,4350,842,944,0.198,0.217,88.7,0.25,0.5,1021,0.22,16774,0.28,16778,--------,-------,5841,8867,0,3452,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3099.9,0.73,0.516,131.9,19.76578481
HP10NA,1802,HP,10,N,A,0,hm071919.007,7/19/19,59950,43.5,3474,4017,4061,542,586,0.135,0.144,92.9,0.31,0.41,1046,0.26,16966,0.33,17001,--------,-------,7170,10443,0,3515,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3125.9,0.61,0.516,131.9,18.43506945
HP10NA,1802,HP,10,N,A,0,hm071919.008,7/19/19,59988,55.3,3705,4168,4194,463,489,0.111,0.117,87.8,0.21,0.45,1119,0.27,16293,0.29,16360,--------,-------,6783,9527,0,3739,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3366.3,0.58,0.516,131.9,19.26947413
HP10NA,1802,HP,10,N,A,0,hm071919.009,7/19/19,60026,67.1,3950,4337,4355,386,405,0.089,0.093,88.7,0.25,0.42,1168,0.27,16972,0.31,17039,--------,-------,7369,10352,0,3980,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3599.1,0.52,0.516,131.9,18.74710792
HP10NA,1802,HP,10,N,A,0,hm071919.010,7/19/19,60064,78.8,4117,4424,4436,307,319,0.069,0.072,99.3,0.38,0.36,1163,0.3,18522,0.34,19506,--------,-------,9048,12558,0,4147,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3765.4,0.47,0.516,131.9,17.06856698
HP10NA,1802,HP,10,N,A,0,hm071919.011,7/19/19,60102,90.6,4046,4298,4305,252,259,0.059,0.06,100.3,0.51,0.3,1332,0.48,18395,0.23,19654,--------,-------,11851,13624,0,4068,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3700,0.42,0.516,131.9,16.78038659
HP10NA,1802,HP,10,N,A,0,hm071919.012,7/19/19,60139,102.3,4002,4215,4221,213,219,0.051,0.052,110.1,0.46,0.32,1490,0.4,19443,0.28,21066,--------,-------,11360,14079,0,4022,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3684.2,0.4,0.516,131.9,16.37825251
HP10NA,1802,HP,10,N,A,0,hm071919.013,7/19/19,60177,114.1,3806,4025,4019,219,213,0.054,0.053,82.5,0.26,0.37,1360,0.43,20499,0.2,21173,--------,-------,11729,13647,0,3830,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3504.9,0.42,0.516,131.9,19.34199011
HP10NA,1802,HP,10,N,A,0,hm071919.014,7/19/19,60215,125.9,3761,3952,3949,191,187,0.048,0.047,89.1,0.42,0.35,1454,0.4,24500,0.25,28240,--------,-------,13878,17471,0,3784,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3461.7,0.39,0.516,131.9,18.9709343
HP10NA,1802,HP,10,N,A,0,hm071919.015,7/19/19,60253,137.6,3775,3946,3946,170,171,0.043,0.043,91.7,0.36,0.32,1064,0.46,19923,0.22,21568,--------,-------,12210,14301,0,3793,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3489.1,0.37,0.516,131.9,18.5741369
HP10NA,1802,HP,10,N,A,0,hm071919.016,7/19/19,60291,149.4,3763,3934,3931,171,167,0.043,0.043,73.9,0.43,0.31,1170,0.49,19329,0.2,21352,--------,-------,12271,14118,0,3777,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3487.6,0.38,0.516,131.9,20.16697712
HP10NA,1802,HP,10,N,A,0,hm071919.017,7/19/19,60328,161.2,3906,4052,4043,146,137,0.036,0.034,89.6,0.45,0.26,1316,0.58,20211,0.16,35954,--------,-------,14326,17849,0,3924,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3617.2,0.34,0.516,131.9,18.2175215
HP10NA,1802,HP,10,N,A,0,hm071919.018,7/19/19,60366,172.9,3911,4042,4038,132,128,0.033,0.032,99.2,0.46,0.24,1264,0.58,19056,0.17,19731,--------,-------,13809,14824,0,3923,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3634.6,0.32,0.516,131.9,17.91144755
HP10NA,1802,HP,10,N,A,0,hm071919.019,7/19/19,60404,184.7,3732,3855,3855,124,123,0.032,0.032,89.8,0.41,0.32,1378,0.45,22055,0.23,24046,--------,-------,13403,15879,0,3744,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3472.1,0.32,0.516,131.9,18.55404589
HP10NA,1802,HP,10,N,A,0,hm071919.020,7/19/19,60442,196.5,3498,3618,3609,120,111,0.033,0.031,83.1,0.33,0.27,1052,0.31,15753,0.42,15890,--------,-------,10050,11838,0,3506,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3249.8,0.33,0.516,131.9,20.35627209
HP10NB,1802,HP,10,N,B,0,hm071919.021,7/19/19,60560,0,2946,6192,6608,3246,3661,0.524,0.554,128.4,0.46,0.47,265,0.42,1299,0.11,35711,--------,-------,755,4753,0,3130,0.06,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3071.9,1,0.524,128.4,0
HP10NB,1802,HP,10,N,B,0,hm071919.022,7/19/19,60598,5,3119,5960,6366,2841,3246,0.477,0.51,121.8,0.41,0.43,287,0.43,1458,0.14,27008,--------,-------,876,4455,0,3278,0.05,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3211.8,1.03,0.524,128.4,7.177096388
HP10NB,1802,HP,10,N,B,0,hm071919.023,7/19/19,60636,10,3407,5425,5762,2019,2355,0.372,0.409,104.5,0.3,0.41,563,0.31,1598,0.28,19729,--------,-------,1009,6158,0,3523,0.03,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3447.2,1.02,0.524,128.4,11.19446481
HP10NB,1802,HP,10,N,B,0,hm071919.024,7/19/19,60674,15,3171,4522,4746,1351,1576,0.299,0.332,100.2,0.29,0.61,928,0.16,17289,0.23,17295,--------,-------,4269,7277,0,3252,0.02,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3094.6,0.95,0.524,128.4,13.49655233
HP10NB,1802,HP,10,N,B,0,hm071919.025,7/19/19,60711,20,2793,3822,3982,1030,1189,0.269,0.299,96.2,0.25,0.58,886,0.16,17120,0.26,17141,--------,-------,4416,7666,0,2871,0.03,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2670.9,0.89,0.524,128.4,16.18984426
HP10NB,1802,HP,10,N,B,0,hm071919.026,7/19/19,60749,31.8,2725,3375,3465,649,740,0.192,0.213,90.4,0.26,0.48,982,0.22,16694,0.3,16755,--------,-------,5981,9206,0,2773,0.02,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2522.1,0.76,0.524,128.4,18.37336675
HP10NB,1802,HP,10,N,B,0,hm071919.027,7/19/19,60787,43.5,2695,3157,3203,462,508,0.146,0.159,85.2,0.24,0.44,1061,0.25,17132,0.31,17197,--------,-------,6927,10115,0,2731,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2463.7,0.67,0.524,128.4,19.11184032
HP10NB,1802,HP,10,N,B,0,hm071919.028,7/19/19,60825,55.3,2737,3102,3125,364,388,0.117,0.124,80.4,0.24,0.43,1101,0.27,16871,0.3,16922,--------,-------,7107,10059,0,2762,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2512.6,0.62,0.524,128.4,19.47024375
HP10NB,1802,HP,10,N,B,0,hm071919.029,7/19/19,60863,67.1,2718,3000,3019,283,301,0.094,0.1,97.4,0.26,0.4,1104,0.27,17482,0.33,17669,--------,-------,7776,11049,0,2742,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2499.5,0.56,0.524,128.4,18.98063638
HP10NB,1802,HP,10,N,B,0,hm071919.030,7/19/19,60900,78.8,2692,2948,2954,256,262,0.087,0.089,79.7,0.24,0.41,1202,0.26,19750,0.33,20041,--------,-------,8385,12222,0,2714,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2475.2,0.54,0.524,128.4,20.6303153
HP10NB,1802,HP,10,N,B,0,hm071919.031,7/19/19,60938,90.6,2813,3045,3053,232,240,0.076,0.079,78.2,0.27,0.42,1290,0.28,17249,0.3,17331,--------,-------,7741,10636,0,2833,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2592.1,0.51,0.524,128.4,20.72059324
HP10NB,1802,HP,10,N,B,0,hm071919.032,7/19/19,60976,102.3,2973,3180,3183,207,210,0.065,0.066,91.9,0.33,0.37,977,0.26,17593,0.37,17772,--------,-------,7889,11560,0,2986,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2749.2,0.48,0.524,128.4,20.01010584
HP10NB,1802,HP,10,N,B,0,hm071919.033,7/19/19,61014,114.1,2791,2975,2968,184,176,0.062,0.059,84.6,0.23,0.36,1183,0.3,19139,0.34,19968,--------,-------,9371,13025,0,2810,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2590.2,0.48,0.524,128.4,21.28814057
HP10NB,1802,HP,10,N,B,0,hm071919.034,7/19/19,61052,125.9,2844,3016,3016,172,172,0.057,0.057,82.7,0.33,0.33,1236,0.46,20363,0.21,21295,--------,-------,12300,14189,0,2866,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2632.3,0.45,0.524,128.4,21.5953865
HP10NB,1802,HP,10,N,B,0,hm071919.035,7/19/19,61089,137.6,2533,2703,2702,170,169,0.063,0.063,79.6,0.14,0.42,933,0.23,18755,0.35,19010,--------,-------,7337,11381,0,2547,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2347,0.48,0.524,128.4,26.08671412
HP10NB,1802,HP,10,N,B,0,hm071919.036,7/19/19,61127,149.4,2441,2566,2562,126,121,0.049,0.047,105.3,0.29,0.35,1041,0.33,17335,0.32,18116,--------,-------,9023,11963,0,2451,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2265.5,0.42,0.524,128.4,22.0296234
HP10NB,1802,HP,10,N,B,0,hm071919.037,7/19/19,61165,161.2,2338,2473,2461,135,123,0.055,0.05,76.9,0.3,0.25,465,0.39,7699,0.35,25674,--------,-------,4861,12209,0,2345,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2157.6,0.43,0.524,128.4,26.68014112
HP10NB,1802,HP,10,N,B,0,hm071919.038,7/19/19,61203,172.9,2316,2413,2401,97,85,0.04,0.035,115,0.45,0.28,1048,0.49,17217,0.23,42454,--------,-------,11310,18590,0,2326,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2144.2,0.36,0.524,128.4,20.81207489
HP10NB,1802,HP,10,N,B,0,hm071919.039,7/19/19,61241,184.7,2380,2505,2502,125,122,0.05,0.049,71.5,0.41,0.36,1000,0.52,22270,0.12,40216,--------,-------,13670,16908,0,2398,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2211.4,0.43,0.524,128.4,27.79055981
HP10NB,1802,HP,10,N,B,0,hm071919.040,7/19/19,61279,196.5,2208,2307,2305,99,97,0.043,0.042,98.9,0.47,0.28,1053,0.51,22886,0.21,24470,--------,-------,15208,17127,0,2217,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2040.6,0.37,0.524,128.4,25.42678236
HP10NC,1802,HP,10,N,C,0,hm071919.041,7/19/19,61732,0,3742,7521,8095,3779,4352,0.502,0.538,132.2,0.45,0.44,251,0.44,1231,0.12,34758,--------,-------,743,4703,0,3952,0.05,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3944.6,1,0.502,132.2,0
HP10NC,1802,HP,10,N,C,0,hm071919.042,7/19/19,61770,5,3814,6921,7444,3107,3630,0.449,0.488,125.2,0.41,0.41,297,0.44,1462,0.16,25684,--------,-------,899,4807,0,3987,0.04,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3950.2,1.05,0.502,132.2,7.260570421
HP10NC,1802,HP,10,N,C,0,hm071919.043,7/19/19,61808,10,3807,5655,6045,1848,2238,0.327,0.37,105.1,0.31,0.65,913,0.13,16724,0.22,17220,--------,-------,3501,6584,0,3918,0.03,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3869.4,1.03,0.502,132.2,10.57553019
HP10NC,1802,HP,10,N,C,0,hm071919.044,7/19/19,61846,15,3351,4556,4805,1205,1454,0.264,0.303,91.5,0.25,0.58,962,0.26,17180,0.16,17196,--------,-------,4537,7804,0,3431,0.02,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3282.9,0.95,0.502,132.2,12.80706408
HP10NC,1802,HP,10,N,C,0,hm071919.045,7/19/19,61883,20,3171,4086,4262,915,1091,0.224,0.256,91.4,0.25,0.54,940,0.2,16219,0.26,16243,--------,-------,5133,7991,0,3233,0.02,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3054.4,0.89,0.502,132.2,14.48879977
HP10NC,1802,HP,10,N,C,0,hm071919.046,7/19/19,61921,31.8,3026,3608,3700,582,674,0.161,0.182,82,0.2,0.46,1056,0.25,16416,0.29,16427,--------,-------,6412,9306,0,3054,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2839,0.76,0.502,132.2,16.55798149
HP10NC,1802,HP,10,N,C,0,hm071919.047,7/19/19,61959,43.5,3287,3728,3791,441,503,0.118,0.133,87.7,0.2,0.41,989,0.3,16005,0.3,16044,--------,-------,7318,9913,0,3323,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3067.5,0.67,0.502,132.2,16.6006717
HP10NC,1802,HP,10,N,C,0,hm071919.048,7/19/19,61997,55.3,3175,3500,3523,325,348,0.093,0.099,88,0.31,0.37,1134,0.3,16579,0.34,16616,--------,-------,8042,10949,0,3197,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2959.8,0.6,0.502,132.2,16.63268936
HP10NC,1802,HP,10,N,C,0,hm071919.049,7/19/19,62035,67.1,3148,3401,3426,253,278,0.074,0.081,91.7,0.29,0.36,944,0.39,17737,0.24,18146,--------,-------,9713,11779,0,3168,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2932.7,0.54,0.502,132.2,16.05863535
HP10NC,1802,HP,10,N,C,0,hm071919.050,7/19/19,62073,78.8,3081,3284,3292,203,211,0.062,0.064,99.7,0.39,0.33,1336,0.41,19165,0.26,20269,--------,-------,11209,13609,0,3095,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2887.7,0.51,0.502,132.2,15.80055361
HP10NC,1802,HP,10,N,C,0,hm071919.051,7/19/19,62110,90.6,3108,3298,3310,190,202,0.058,0.061,91.5,0.37,0.34,1060,0.41,19081,0.25,24637,--------,-------,10975,14442,0,3130,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2917.5,0.5,0.502,132.2,16.99458595
HP10NC,1802,HP,10,N,C,0,hm071919.052,7/19/19,62148,102.3,3063,3250,3258,186,194,0.057,0.06,79,0.33,0.36,1081,0.31,16223,0.33,16254,--------,-------,8079,10787,0,3076,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2870.2,0.49,0.502,132.2,18.85840186
HP10NC,1802,HP,10,N,C,0,hm071919.053,7/19/19,62186,114.1,2882,3012,3014,130,132,0.043,0.044,111.3,0.48,0.27,1127,0.5,20530,0.23,21704,--------,-------,13771,15568,0,2894,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2706.8,0.43,0.502,132.2,15.86749962
HP10NC,1802,HP,10,N,C,0,hm071919.054,7/19/19,62224,125.9,2692,2823,2816,132,125,0.047,0.044,89.7,0.34,0.31,1094,0.33,17732,0.36,17918,--------,-------,9690,12675,0,2704,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2529.1,0.45,0.502,132.2,19.13718189
HP10NC,1802,HP,10,N,C,0,hm071919.055,7/19/19,62262,137.6,2650,2769,2766,119,116,0.043,0.042,85.5,0.35,0.3,949,0.56,19728,0.13,28328,--------,-------,13137,15141,0,2664,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2494.7,0.43,0.502,132.2,19.13556484
HP10NC,1802,HP,10,N,C,0,hm071919.056,7/19/19,62299,149.4,2601,2725,2727,124,126,0.045,0.046,69.1,0.35,0.36,908,0.53,19668,0.11,29773,--------,-------,12007,13930,0,2614,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2449.6,0.45,0.502,132.2,21.74290198
HP10NC,1802,HP,10,N,C,0,hm071919.057,7/19/19,62337,161.2,2496,2603,2590,107,95,0.041,0.037,80.3,0.35,0.19,521,0.51,11458,0.3,83855,--------,-------,8498,30964,0,2513,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2348.9,0.42,0.502,132.2,21.37486059
HP10NC,1802,HP,10,N,C,0,hm071919.058,7/19/19,62375,172.9,2574,2678,2680,104,106,0.039,0.039,84.4,0.37,0.28,907,0.56,19823,0.16,31264,--------,-------,13475,16366,0,2587,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2433.9,0.43,0.502,132.2,21.80790753
HP10NC,1802,HP,10,N,C,0,hm071919.059,7/19/19,62413,184.7,2475,2552,2540,77,65,0.03,0.025,112.3,0.43,0.14,485,0.35,7131,0.52,29384,--------,-------,5229,17700,0,2484,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2331.7,0.35,0.502,132.2,17.92018739
HP10NC,1802,HP,10,N,C,0,hm071919.060,7/19/19,62451,196.5,2435,2503,2499,67,64,0.027,0.025,115.3,0.57,0.19,1043,0.58,24684,0.23,98658,--------,-------,18930,37368,0,2447,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2296.7,0.33,0.502,132.2,17.15855517
HP10YA,1802,HP,10,Y,A,0,hm071919.061,7/19/19,62752,0,2147,4249,4513,2101,2366,0.495,0.524,129.5,0.42,0.48,330,0.4,1384,0.12,32224,--------,-------,807,4558,0,2273,0.06,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2269.2,1,0.495,129.5,0
HP10YA,1802,HP,10,Y,A,0,hm071919.062,7/19/19,62790,5,2032,3697,3968,1665,1936,0.45,0.488,116.6,0.38,0.42,317,0.43,1377,0.15,25641,--------,-------,855,4517,0,2121,0.04,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2128,1.06,0.495,129.5,7.228925455
HP10YA,1802,HP,10,Y,A,0,hm071919.063,7/19/19,62828,10,1909,3023,3223,1114,1314,0.368,0.408,102.1,0.27,0.44,479,0.32,1701,0.24,20519,--------,-------,994,5686,0,1976,0.03,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1953.5,1.04,0.495,129.5,11.82330919
HP10YA,1802,HP,10,Y,A,0,hm071919.064,7/19/19,62866,15,1934,2814,2969,880,1034,0.313,0.348,99.2,0.28,0.41,554,0.3,1723,0.29,20042,--------,-------,1052,6592,0,1993,0.03,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1914.3,0.98,0.495,129.5,15.08435778
HP10YA,1802,HP,10,Y,A,0,hm071919.065,7/19/19,62904,20,1814,2536,2641,722,827,0.285,0.313,101.1,0.28,0.63,835,0.13,17615,0.24,17967,--------,-------,3806,7182,0,1859,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1761.1,0.93,0.495,129.5,18.31327782
HP10YA,1802,HP,10,Y,A,0,hm071919.066,7/19/19,62942,31.8,1905,2446,2530,541,625,0.221,0.247,89.8,0.21,0.55,906,0.2,15645,0.25,15666,--------,-------,4874,7585,0,1926,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1802.5,0.84,0.495,129.5,22.57930769
HP10YA,1802,HP,10,Y,A,0,hm071919.067,7/19/19,62979,43.5,1943,2376,2432,432,488,0.182,0.201,86.5,0.17,0.51,948,0.22,15938,0.27,16064,--------,-------,5445,8261,0,1972,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1820.3,0.78,0.495,129.5,25.43617903
HP10YA,1802,HP,10,Y,A,0,hm071919.068,7/19/19,63017,55.3,2006,2337,2382,331,377,0.142,0.158,101,0.28,0.47,1059,0.25,15711,0.28,15958,--------,-------,6174,8933,0,2028,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1870.3,0.71,0.495,129.5,25.22927112
HP10YA,1802,HP,10,Y,A,0,hm071919.069,7/19/19,63055,67.1,2034,2320,2353,286,320,0.123,0.136,90.8,0.19,0.46,949,0.28,14444,0.26,14635,--------,-------,6040,8265,0,2054,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1891.7,0.67,0.495,129.5,26.51666242
HP10YA,1802,HP,10,Y,A,0,hm071919.070,7/19/19,63093,78.8,1935,2166,2184,231,249,0.107,0.114,98.6,0.19,0.47,1137,0.29,15866,0.23,15887,--------,-------,6033,8922,0,1951,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1802,0.63,0.495,129.5,27.08951461
HP10YA,1802,HP,10,Y,A,0,hm071919.071,7/19/19,63131,90.6,1939,2140,2157,201,218,0.094,0.101,94.4,0.26,0.46,1040,0.24,16272,0.3,16350,--------,-------,6221,9274,0,1957,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1811,0.61,0.495,129.5,27.36196477
HP10YA,1802,HP,10,Y,A,0,hm071919.072,7/19/19,63169,102.3,2045,2246,2265,201,220,0.09,0.097,98.7,0.15,0.49,1134,0.25,15785,0.27,18653,--------,-------,6084,9434,0,2065,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1916.8,0.61,0.495,129.5,29.58076296
HP10YA,1802,HP,10,Y,A,0,hm071919.073,7/19/19,63206,114.1,2091,2256,2270,166,179,0.073,0.079,105.5,0.39,0.39,1260,0.33,21526,0.28,23100,--------,-------,10486,13996,0,2109,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1940.9,0.53,0.495,129.5,26.76083946
HP10YA,1802,HP,10,Y,A,0,hm071919.074,7/19/19,63244,125.9,1879,2045,2058,166,179,0.081,0.087,94.8,0.17,0.49,991,0.25,13977,0.26,14034,--------,-------,5338,7564,0,1889,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1760.2,0.58,0.495,129.5,32.76438173
HP10YA,1802,HP,10,Y,A,0,hm071919.075,7/19/19,63282,137.6,1894,2024,2036,130,142,0.064,0.07,102.9,0.44,0.37,1009,0.28,14811,0.35,14991,--------,-------,6970,9786,0,1905,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1770.5,0.51,0.495,129.5,28.29369294
HP10YA,1802,HP,10,Y,A,0,hm071919.076,7/19/19,63320,149.4,1894,2027,2034,134,140,0.066,0.069,98.6,0.11,0.47,1188,0.21,17982,0.32,18033,--------,-------,6444,10173,0,1905,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1776.3,0.53,0.495,129.5,31.68004291
HP10YA,1802,HP,10,Y,A,0,hm071919.077,7/19/19,63358,161.2,1889,2006,2017,118,128,0.059,0.064,108.3,0.33,0.39,1039,0.25,16805,0.36,17306,--------,-------,7305,10909,0,1897,0,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1764.9,0.49,0.495,129.5,30.55682854
HP10YA,1802,HP,10,Y,A,0,hm071919.078,7/19/19,63395,172.9,1852,1969,1974,117,121,0.059,0.062,96.7,0.25,0.45,1223,0.27,15731,0.29,15963,--------,-------,6640,9315,0,1858,0,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1739.7,0.51,0.495,129.5,32.77466287
HP10YA,1802,HP,10,Y,A,0,hm071919.079,7/19/19,63433,184.7,1901,2003,2009,101,107,0.051,0.054,112.4,0.38,0.38,1027,0.32,18781,0.3,21448,--------,-------,9068,12835,0,1911,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1788.5,0.47,0.495,129.5,30.26413738
HP10YA,1802,HP,10,Y,A,0,hm071919.080,7/19/19,63471,196.5,1923,2016,2027,93,103,0.046,0.051,108.1,0.42,0.29,928,0.43,14254,0.28,15939,--------,-------,8844,10844,0,1930,0,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1809.3,0.45,0.495,129.5,29.04100319
HP10YB,1802,HP,10,Y,B,0,hm071919.081,7/19/19,63586,0,1930,3919,4219,1989,2289,0.508,0.543,126.3,0.45,0.45,276,0.44,1250,0.11,36928,--------,-------,754,4629,0,2039,0.05,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2067.7,1,0.508,126.3,0
