Label,MCstrain,Prey,Light,Fed,Rep,ExptDay,File,DATE,TIME,PAR,Fo(or_F),Fm,FmDec,Fv,FvDEC,Fv/Fm,FvD/FmD,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fm(PAM),Fv/Fm(PAM),GAIN,MTF:Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fo-prime,qp-coeff,FvFm_0,Sigma_0,ETR
CM50YC,1802,CM,50,Y,C,10,hm040419.358,4/4/19,70847,172.9,4264,4659,4700,395,436,0.085,0.093,103.2,0.31,0.47,1051,0.23,6734,0.29,21433,--------,-------,2941,8396,0,4305,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3934.6,0.54,0.326,136.5,75.57108002
CM50YC,1802,CM,50,Y,C,10,hm040419.359,4/4/19,70885,184.7,4270,4651,4694,381,423,0.082,0.09,104,0.28,0.54,1072,0.24,12968,0.22,14343,--------,-------,4696,6796,0,4293,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3947,0.54,0.326,136.5,77.87937505
CM50YC,1802,CM,50,Y,C,10,hm040419.360,4/4/19,70923,196.5,4173,4507,4550,335,378,0.074,0.083,107.3,0.33,0.51,1062,0.24,9839,0.25,17832,--------,-------,3821,7337,0,4189,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3858,0.52,0.326,136.5,74.77148128
CM100NA,1802,CM,100,N,A,10,hm040419.361,4/4/19,76154,0,1258,1470,1463,212,205,0.144,0.14,73.6,0.09,0.63,114,0.34,3092,0.03,34167,--------,-------,1158,2217,0,1264,0,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1278.4,1,0.144,73.6,0
CM100NA,1802,CM,100,N,A,10,hm040419.362,4/4/19,76191,5,1125,1312,1306,187,181,0.143,0.138,65.9,0.2,0.69,125,0.31,4063,0,14859,--------,-------,1347,1354,0,1125,0,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1125.7,1,0.144,73.6,4.487950133
CM100NA,1802,CM,100,N,A,10,hm040419.363,4/4/19,76229,10,1123,1284,1278,161,155,0.125,0.121,80.4,0.13,0.6,153,0.38,2014,0.02,280499,--------,-------,877,7487,0,1135,0.01,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1134.3,1.08,0.144,73.6,7.846066667
CM100NA,1802,CM,100,N,A,10,hm040419.364,4/4/19,76267,15,1028,1175,1169,147,142,0.126,0.121,81.2,0.22,0.61,120,0.26,3119,0.13,42003,--------,-------,1023,6296,0,1043,0.01,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1016.3,0.93,0.144,73.6,11.8632528
CM100NA,1802,CM,100,N,A,10,hm040419.365,4/4/19,76305,20,1029,1157,1151,128,123,0.111,0.106,96.2,0.27,0.48,125,0.43,1746,0.09,55557,--------,-------,894,5636,0,1028,0,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1023,0.96,0.144,73.6,13.9346144
CM100NA,1802,CM,100,N,A,10,hm040419.366,4/4/19,76343,31.8,1033,1165,1159,132,126,0.113,0.109,77.6,0.25,0.45,126,0.28,1235,0.27,24482,--------,-------,554,7057,0,1041,0.01,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1013.6,0.87,0.144,73.6,22.55524477
CM100NA,1802,CM,100,N,A,10,hm040419.367,4/4/19,76380,43.5,980,1124,1119,144,138,0.128,0.124,72.1,0.4,0.7,87,0.03,6529,0.27,6934,--------,-------,1970,2129,0,985,0,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,977.6,0.98,0.144,73.6,34.94951936
CM100NA,1802,CM,100,N,A,10,hm040419.368,4/4/19,76418,55.3,957,1082,1077,126,120,0.116,0.112,80.1,0.4,0.74,99,0,5193,0.26,5578,--------,-------,1515,1518,0,965,0.01,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,954.2,0.98,0.144,73.6,40.26475876
CM100NA,1802,CM,100,N,A,10,hm040419.369,4/4/19,76456,67.1,922,1050,1045,129,123,0.122,0.118,81.4,0.45,0.71,77,0.22,3177,0.07,26835,--------,-------,810,2643,0,938,0.02,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,914.3,0.95,0.144,73.6,51.38357676
CM100NA,1802,CM,100,N,A,10,hm040419.370,4/4/19,76494,78.8,874,942,937,68,64,0.072,0.068,115.8,0.68,0.39,90,0.39,2322,0.22,18013,--------,-------,1210,4950,0,880,0.01,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,858.3,0.81,0.144,73.6,35.61235507
CM100NA,1802,CM,100,N,A,10,hm040419.371,4/4/19,76531,90.6,837,931,927,94,89,0.101,0.096,76.3,0.38,0.69,120,0.11,7646,0.19,33065,--------,-------,1163,7376,0,852,0.02,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,822.8,0.87,0.144,73.6,57.43697411
CM100NA,1802,CM,100,N,A,10,hm040419.373,4/4/19,76607,114.1,807,910,906,103,99,0.113,0.109,64.4,0.38,0.74,123,0,10390,0.26,25237,--------,-------,138,6581,0,808,0,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,792.5,0.88,0.144,73.6,80.92935308
CM100NA,1802,CM,100,N,A,10,hm040419.374,4/4/19,76645,125.9,829,908,903,79,75,0.087,0.083,77.1,0.44,0.7,121,0.26,3975,0.04,225750,--------,-------,1180,10406,0,822,-0.01,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,817.6,0.88,0.144,73.6,68.75225762
CM100NA,1802,CM,100,N,A,10,hm040419.375,4/4/19,76683,137.6,870,961,956,91,87,0.095,0.091,68.7,0.1,0.69,106,0.05,17406,0.25,20195,--------,-------,1338,6098,0,884,0.02,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,849.9,0.82,0.144,73.6,82.05102677
CM100NA,1802,CM,100,N,A,10,hm040419.376,4/4/19,76720,149.4,793,906,901,113,108,0.124,0.12,54.3,0.17,0.72,125,0.25,2377,0.03,985218,--------,-------,710,29229,0,795,0,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,789.8,0.97,0.144,73.6,116.2824741
CM100NA,1802,CM,100,N,A,10,hm040419.377,4/4/19,76758,161.2,801,893,888,92,87,0.103,0.098,60.5,0.15,0.73,126,0,2603,0.27,31779,--------,-------,134,8739,0,818,0.02,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,790.4,0.9,0.144,73.6,104.218362
CM100NA,1802,CM,100,N,A,10,hm040419.378,4/4/19,76796,172.9,831,906,902,75,70,0.082,0.078,90.4,0.54,0.78,98,0.14,9786,0.08,154679,--------,-------,1582,14164,0,829,0,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,821.7,0.89,0.144,73.6,88.99197119
CM100NA,1802,CM,100,N,A,10,hm040419.379,4/4/19,76834,184.7,781,867,863,86,82,0.1,0.095,74.4,0.36,0.7,95,0.1,7602,0.21,33414,--------,-------,1003,7720,0,776,-0.01,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,770.5,0.9,0.144,73.6,115.9334811
CM100NA,1802,CM,100,N,A,10,hm040419.380,4/4/19,76872,196.5,776,884,880,108,104,0.123,0.118,62,0.51,0,0,0.82,86,0.18,29571,--------,-------,86,5269,0,770,-0.01,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,764.1,0.9,0.144,73.6,151.7084066
CM100NB,1802,CM,100,N,B,10,hm040419.381,4/4/19,76926,0,1453,1665,1657,211,203,0.127,0.123,89.1,0.07,0.46,336,0.46,2431,0.08,34435,--------,-------,1374,3994,0,1492,0.03,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1480.3,1,0.127,89.1,0
CM100NB,1802,CM,100,N,B,10,hm040419.382,4/4/19,76964,5,1201,1365,1378,164,177,0.12,0.129,96.6,0.26,0.45,144,0.38,1310,0.17,17290,--------,-------,674,3571,0,1218,0.01,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1208.8,1.05,0.127,89.1,5.169539906
CM100NB,1802,CM,100,N,B,10,hm040419.383,4/4/19,77002,10,1149,1298,1292,149,142,0.114,0.11,85.2,0.2,0.54,122,0.36,5327,0.1,11665,--------,-------,2222,3185,0,1152,0,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1144.1,0.97,0.127,89.1,9.82212582
CM100NB,1802,CM,100,N,B,10,hm040419.384,4/4/19,77040,15,1195,1381,1376,186,181,0.134,0.132,87.9,0.11,0.33,132,0.5,1897,0.17,35802,--------,-------,1187,7049,0,1215,0.02,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1197.7,1.01,0.127,89.1,17.31795868
CM100NB,1802,CM,100,N,B,10,hm040419.385,4/4/19,77077,20,1047,1173,1168,127,121,0.108,0.104,93,0.32,0.48,125,0.25,1994,0.27,26583,--------,-------,765,7629,0,1060,0.01,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1044.7,0.99,0.127,89.1,18.61034366
CM100NB,1802,CM,100,N,B,10,hm040419.386,4/4/19,77115,31.8,1025,1162,1157,137,131,0.118,0.114,66.9,0.08,0.45,126,0.29,1441,0.26,22148,--------,-------,642,6297,0,1032,0.01,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1009.3,0.9,0.127,89.1,32.33030257
CM100NB,1802,CM,100,N,B,10,hm040419.387,4/4/19,77153,43.5,987,1093,1087,106,101,0.097,0.093,82.6,0.35,0.53,128,0.24,1543,0.23,21956,--------,-------,574,5504,0,982,0,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,980.4,0.94,0.127,89.1,36.35478939
CM100NB,1802,CM,100,N,B,10,hm040419.388,4/4/19,77191,55.3,1001,1140,1134,139,133,0.122,0.117,50.5,0.13,0.53,203,0.32,2907,0.16,37161,--------,-------,1219,6902,0,1010,0.01,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,990.2,0.93,0.127,89.1,58.12802988
CM100NB,1802,CM,100,N,B,10,hm040419.389,4/4/19,77229,67.1,864,944,939,80,75,0.085,0.08,124.1,0.56,0.62,92,0.23,11040,0.15,11738,--------,-------,3013,4318,0,877,0.01,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,861.7,0.98,0.127,89.1,49.14078475
CM100NB,1802,CM,100,N,B,10,hm040419.390,4/4/19,77266,78.8,837,932,928,95,91,0.102,0.098,81.4,0.15,0.73,112,0.23,8465,0.03,11021,--------,-------,2138,2423,0,849,0.01,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,828.7,0.92,0.127,89.1,69.25115657
CM100NB,1802,CM,100,N,B,10,hm040419.391,4/4/19,77304,90.6,799,858,855,59,56,0.068,0.066,116.4,0.57,0.59,139,0.08,2464,0.33,25882,--------,-------,420,8819,0,805,0.01,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,790.2,0.86,0.127,89.1,53.08083575
CM100NB,1802,CM,100,N,B,10,hm040419.392,4/4/19,77342,102.3,798,867,863,69,64,0.079,0.075,103,0.52,0.64,120,0.14,1681,0.22,25459,--------,-------,402,5819,0,798,0,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,791,0.9,0.127,89.1,69.63111776
CM100NB,1802,CM,100,N,B,10,hm040419.393,4/4/19,77380,114.1,804,910,906,106,102,0.117,0.112,57.1,0.23,0.79,105,0.11,11810,0.1,14359,--------,-------,1586,2828,0,805,0,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,796.1,0.93,0.127,89.1,115.0196781
CM100NB,1802,CM,100,N,B,10,hm040419.394,4/4/19,77417,125.9,787,859,854,72,68,0.084,0.079,85.3,0.49,0.58,106,0.16,2149,0.26,36110,--------,-------,557,9726,0,794,0.01,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,778.8,0.9,0.127,89.1,91.11831037
CM100NB,1802,CM,100,N,B,10,hm040419.395,4/4/19,77455,137.6,751,808,804,57,53,0.071,0.066,105.6,0.55,0.48,125,0.26,2072,0.25,29805,--------,-------,812,8122,0,757,0.01,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,738.3,0.81,0.127,89.1,84.1738951
CM100NB,1802,CM,100,N,B,10,hm040419.396,4/4/19,77493,149.4,767,847,842,80,75,0.094,0.09,75.8,0.49,0.66,90,0.09,2888,0.25,27324,--------,-------,417,7116,0,772,0.01,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,748.3,0.81,0.127,89.1,120.998251
CM100NB,1802,CM,100,N,B,10,hm040419.397,4/4/19,77531,161.2,773,852,848,79,74,0.092,0.088,71.6,0.19,0.8,125,0.18,8945,0.02,9404,--------,-------,1750,1928,0,775,0,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,772.7,0.99,0.127,89.1,127.777241
CM100NB,1802,CM,100,N,B,10,hm040419.398,4/4/19,77569,172.9,737,838,834,101,97,0.12,0.116,57.9,0.49,0.86,101,0.07,12423,0.06,12669,--------,-------,970,1801,0,729,-0.01,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,734.5,0.98,0.127,89.1,178.7626899
CM100NB,1802,CM,100,N,B,10,hm040419.399,4/4/19,77606,184.7,747,848,844,101,97,0.119,0.115,46.9,0.41,0.8,125,0.05,1968,0.15,30672,--------,-------,236,4920,0,751,0.01,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,736.1,0.9,0.127,89.1,189.3714474
CM100NB,1802,CM,100,N,B,10,hm040419.400,4/4/19,77644,196.5,782,839,843,57,61,0.068,0.073,95.8,0.37,0.79,119,0,3683,0.2,26523,--------,-------,132,5507,0,784,0,2400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,776.4,0.91,0.127,89.1,115.1256537
CM100NC,1802,CM,100,N,C,10,hm040419.401,4/4/19,77693,0,2245,2387,2424,142,179,0.059,0.074,121.7,0.48,0.28,216,0.54,1900,0.18,17514,--------,-------,1320,4185,0,2256,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2275.9,1,0.059,121.7,0
CM100NC,1802,CM,100,N,C,10,hm040419.402,4/4/19,77731,5,1837,1973,1963,135,126,0.069,0.064,87.7,0.18,0.67,794,0.07,8787,0.26,36266,--------,-------,1572,10483,0,1850,0.01,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1844.8,1.06,0.059,121.7,8.739454393
CM100NC,1802,CM,100,N,C,10,hm040419.403,4/4/19,77769,10,1758,1872,1862,113,104,0.06,0.056,101.3,0.12,0.43,498,0.29,1678,0.28,28378,--------,-------,977,8594,0,1773,0.01,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1762.6,1.04,0.059,121.7,15.19905112
CM100NC,1802,CM,100,N,C,10,hm040419.404,4/4/19,77807,15,1642,1768,1759,125,117,0.071,0.066,70.7,0.11,0.51,245,0.28,2510,0.21,16280,--------,-------,1047,4192,0,1640,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1647.1,1.04,0.059,121.7,26.97831574
CM100NC,1802,CM,100,N,C,10,hm040419.405,4/4/19,77844,20,1589,1681,1675,92,86,0.055,0.052,85.9,0.23,0.47,201,0.31,2592,0.21,61045,--------,-------,1157,13950,0,1601,0.01,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1582.9,0.94,0.059,121.7,27.86492705
CM100NC,1802,CM,100,N,C,10,hm040419.406,4/4/19,77882,31.8,1565,1635,1627,70,62,0.043,0.038,132.4,0.52,0.35,422,0.32,3950,0.33,23958,--------,-------,2094,9338,0,1574,0.01,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1565.8,1.01,0.059,121.7,34.6386375
CM100NC,1802,CM,100,N,C,10,hm040419.407,4/4/19,77920,43.5,1576,1655,1647,79,71,0.048,0.043,99.7,0.2,0.61,254,0.25,13157,0.14,13945,--------,-------,2763,5412,0,1588,0.01,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1571.6,0.95,0.059,121.7,52.89269789
CM100NC,1802,CM,100,N,C,10,hm040419.408,4/4/19,77958,55.3,1444,1522,1515,79,71,0.052,0.047,92.8,0.14,0.68,105,0,6324,0.32,6389,--------,-------,2102,2103,0,1443,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1445.8,1.03,0.059,121.7,72.84398566
CM100NC,1802,CM,100,N,C,10,hm040419.409,4/4/19,77996,67.1,1534,1626,1618,92,85,0.057,0.052,66.4,0.5,0.57,86,0.2,2134,0.22,40356,--------,-------,623,9479,0,1540,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1531.2,0.97,0.059,121.7,96.88635136
CM100NC,1802,CM,100,N,C,10,hm040419.410,4/4/19,78033,78.8,1469,1541,1534,72,64,0.047,0.042,49.9,0.25,0.58,299,0.07,1737,0.35,16148,--------,-------,452,5929,0,1475,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1459.5,0.88,0.059,121.7,93.81867621
CM100NC,1802,CM,100,N,C,10,hm040419.411,4/4/19,78071,90.6,1480,1570,1562,90,82,0.057,0.053,61.9,0.5,0.68,102,0.03,2081,0.29,21902,--------,-------,182,6581,0,1476,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1475.7,0.95,0.059,121.7,130.818233
CM100NC,1802,CM,100,N,C,10,hm040419.412,4/4/19,78109,102.3,1410,1488,1481,78,71,0.052,0.048,72.5,0.13,0.02,0,0.67,101,0.31,27328,--------,-------,98,8533,0,1422,0.01,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1403.2,0.92,0.059,121.7,134.7547872
CM100NC,1802,CM,100,N,C,10,hm040419.413,4/4/19,78147,114.1,1416,1495,1487,79,71,0.053,0.048,62.6,0.1,0.6,123,0.13,1194,0.28,37108,--------,-------,312,10432,0,1425,0.01,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1412.7,0.96,0.059,121.7,153.188703
CM100NC,1802,CM,100,N,C,10,hm040419.414,4/4/19,78185,125.9,1397,1432,1425,35,28,0.024,0.02,156.4,0.6,0.12,188,0.17,15625,0.71,49771,--------,-------,9291,38172,0,1406,0.01,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1385.7,0.76,0.059,121.7,76.54242143
CM100NC,1802,CM,100,N,C,10,hm040419.415,4/4/19,78222,137.6,1396,1455,1448,59,52,0.041,0.036,86.4,0.31,0.7,113,0.15,8466,0.15,43799,--------,-------,1627,7929,0,1406,0.01,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1394,0.97,0.059,121.7,142.9116113
CM100NC,1802,CM,100,N,C,10,hm040419.416,4/4/19,78260,149.4,1349,1400,1393,51,44,0.037,0.032,89.2,0.11,0.02,14,0.73,130,0.26,32788,--------,-------,128,8544,0,1348,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1343,0.9,0.059,121.7,140.028858
CM100NC,1802,CM,100,N,C,10,hm040419.417,4/4/19,78298,161.2,1350,1407,1403,57,53,0.041,0.038,78.8,0.19,0.65,130,0.35,1642,0,136804,--------,-------,658,831,0,1347,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1356.5,1.13,0.059,121.7,167.4226144
CM100NC,1802,CM,100,N,C,10,hm040419.418,4/4/19,78336,172.9,1341,1399,1392,58,51,0.041,0.037,84.9,0.59,0.33,51,0.62,175,0.05,554712,--------,-------,132,30402,0,1341,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1344.9,1.06,0.059,121.7,179.5742558
CM100NC,1802,CM,100,N,C,10,hm040419.419,4/4/19,78374,184.7,1352,1406,1399,54,47,0.039,0.034,100.3,0.31,0.75,74,0.14,12434,0.11,12439,--------,-------,1956,3107,0,1353,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1357.5,1.12,0.059,121.7,182.4722082
CM100NC,1802,CM,100,N,C,10,hm040419.420,4/4/19,78411,196.5,1357,1434,1427,77,70,0.054,0.049,56.1,0.56,0.81,93,0,18230,0.19,107940,--------,-------,132,20797,0,1359,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1358.5,1.03,0.059,121.7,268.795219
HP50NA,1802,HP,50,N,A,4,hm040619.001,4/6/19,60322,0,2723,3894,3932,1172,1209,0.301,0.308,134.4,0.31,0.4,252,0.48,1618,0.13,35587,--------,-------,998,5336,0,2803,0.03,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2743.5,1,0.301,134.4,0
HP50NA,1802,HP,50,N,A,4,hm040619.002,4/6/19,60360,5,2424,3377,3381,953,957,0.282,0.283,130.6,0.27,0.5,445,0.35,2122,0.15,29245,--------,-------,1131,5471,0,2490,0.03,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2403.3,0.98,0.301,134.4,7.7317632
HP50NA,1802,HP,50,N,A,4,hm040619.003,4/6/19,60398,10,2430,3262,3269,833,839,0.255,0.257,121.2,0.23,0.42,448,0.41,2119,0.17,24231,--------,-------,1267,5173,0,2490,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2381.4,0.95,0.301,134.4,13.982976
HP50NA,1802,HP,50,N,A,4,hm040619.004,4/6/19,60435,15,2308,3024,3052,716,745,0.237,0.244,114,0.2,0.35,344,0.45,1768,0.19,22477,--------,-------,1145,5302,0,2354,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2240.5,0.91,0.301,134.4,19.4939136
HP50NA,1802,HP,50,N,A,4,hm040619.005,4/6/19,60473,20,2008,2578,2603,570,595,0.221,0.229,110.3,0.19,0.43,455,0.37,2153,0.2,22160,--------,-------,1239,5418,0,2041,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1941.2,0.9,0.301,134.4,24.2371584
HP50NA,1802,HP,50,N,A,4,hm040619.006,4/6/19,60511,31.8,1941,2323,2337,382,396,0.164,0.17,95.3,0.15,0.48,835,0.18,2064,0.34,21321,--------,-------,1164,8041,0,1977,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1845.2,0.8,0.301,134.4,28.5976535
HP50NA,1802,HP,50,N,A,4,hm040619.007,4/6/19,60549,43.5,1676,1903,1913,227,237,0.119,0.124,93.5,0.16,0.6,1108,0.16,16616,0.24,16669,--------,-------,4399,7376,0,1690,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1600.9,0.75,0.301,134.4,28.38544128
HP50NA,1802,HP,50,N,A,4,hm040619.008,4/6/19,60586,55.3,1560,1692,1694,133,135,0.078,0.079,103.8,0.41,0.43,1353,0.28,14855,0.29,15288,--------,-------,6663,9200,0,1568,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1475.1,0.61,0.301,134.4,23.65261517
HP50NA,1802,HP,50,N,A,4,hm040619.009,4/6/19,60624,67.1,1442,1572,1565,130,122,0.083,0.078,68.1,0.11,0.5,1268,0.22,22090,0.28,24117,--------,-------,7590,12242,0,1453,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1369.1,0.64,0.301,134.4,30.53936794
HP50NA,1802,HP,50,N,A,4,hm040619.010,4/6/19,60662,78.8,1372,1456,1448,83,76,0.057,0.053,106.6,0.24,0.26,755,0.26,3953,0.48,20054,--------,-------,2340,10773,0,1385,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1313.8,0.59,0.301,134.4,24.62977843
HP50NA,1802,HP,50,N,A,4,hm040619.011,4/6/19,60700,90.6,1251,1365,1359,114,108,0.084,0.079,40.8,0.32,0.25,305,0.42,5474,0.33,54666,--------,-------,3524,20258,0,1261,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1183,0.63,0.301,134.4,41.73178061
HP50NA,1802,HP,50,N,A,4,hm040619.012,4/6/19,60737,102.3,1219,1272,1270,53,52,0.042,0.041,91.5,0.5,0.28,1031,0.4,16732,0.32,16808,--------,-------,10288,12361,0,1220,0,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1161,0.48,0.301,134.4,23.56049203
HP50NA,1802,HP,50,N,A,4,hm040619.013,4/6/19,60775,114.1,1270,1346,1339,75,69,0.056,0.051,51.6,0.37,0.13,622,0.63,7937,0.24,30039,--------,-------,6711,12319,0,1274,0,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1210.9,0.56,0.301,134.4,35.03749939
HP50NA,1802,HP,50,N,A,4,hm040619.014,4/6/19,60813,125.9,1227,1276,1274,49,48,0.039,0.037,87.6,0.42,0.22,961,0.61,19320,0.17,19970,--------,-------,14460,15394,0,1227,0,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1158.2,0.42,0.301,134.4,26.92463155
HP50NA,1802,HP,50,N,A,4,hm040619.015,4/6/19,60851,137.6,1204,1321,1315,117,111,0.089,0.084,31.9,0.5,0.15,389,0.53,7794,0.33,52389,--------,-------,6159,21210,0,1206,0,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1136,0.63,0.301,134.4,67.15337933
HP50NA,1802,HP,50,N,A,4,hm040619.016,4/6/19,60889,149.4,1205,1235,1231,30,26,0.024,0.021,113,0.7,0.02,441,0.42,12174,0.56,317659,--------,-------,11718,184307,0,1213,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1140.9,0.32,0.301,134.4,19.66170931
HP50NA,1802,HP,50,N,A,4,hm040619.017,4/6/19,60926,161.2,1258,1297,1294,39,36,0.03,0.028,72.6,0.47,0.13,1815,0.63,15513,0.24,90300,--------,-------,13114,31701,0,1262,0,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1190.1,0.36,0.301,134.4,26.51830272
HP50NA,1802,HP,50,N,A,4,hm040619.018,4/6/19,60964,172.9,1282,1322,1320,40,39,0.03,0.029,57.6,0.36,0.12,1002,0.68,16019,0.19,17756,--------,-------,13712,14487,0,1284,0,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1202.7,0.34,0.301,134.4,28.44301824
HP50NA,1802,HP,50,N,A,4,hm040619.019,4/6/19,61002,184.7,1195,1238,1240,43,45,0.035,0.037,60.5,0.4,0.15,1040,0.68,24622,0.18,84685,--------,-------,20416,31698,0,1203,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1118,0.36,0.301,134.4,35.44821504
HP50NA,1802,HP,50,N,A,4,hm040619.020,4/6/19,61040,196.5,1115,1141,1142,26,26,0.023,0.023,84.8,0.7,0.08,781,0.64,22500,0.28,103064,--------,-------,20176,43772,0,1117,0,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1045.9,0.27,0.301,134.4,24.78276864
HP50NB,1802,HP,50,N,B,4,hm040619.021,4/6/19,61168,0,3068,4346,4427,1278,1360,0.294,0.307,132.3,0.28,0.44,292,0.45,1657,0.11,36799,--------,-------,985,5015,0,3159,0.03,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3164.6,1,0.294,132.3,0
