Expt,MCstrain,Prey,Light,Fed,Rep,ExptDay,MeanCells,CountVol,CF,CellCount,ChlExtr,ChlVol,ChlpmL,ChlpCell,lnCells,Mu,Timestamp,Fv.Fm,Fm,Pmax,Pmax.err,Pmax.p,a,a.err,a.p,Ek,P_I
,Ctrl,SM,50,NA,C,1,382.00,20.0,1.00,19100.00,57.94,4,72.43,3.792,9.857,0.821,65355,0.467,54460,178.5798783,1.677519137,1.18E-26,1.514967866,0.015814319,7.84E-26,117.8770074,71.51023885
,Ctrl,SM,50,NA,C,2,44.83,1.0,1.00,44833.33,115.6538,4,144.57,3.225,10.711,0.837,66292,0.47,129488,167.7021177,1.636041654,2.32E-26,1.566317865,0.019787409,2.41E-24,107.0677424,73.07911201
,Ctrl,SM,50,NA,C,4,50.17,0.3,0.60,101021.79,163.8268,4,204.78,2.027,11.523,0.617,51170,0.449,12716,64.01167408,0.652442606,5.10E-26,1.429410039,0.048624485,1.15E-16,44.78188367,51.61620248
,Ctrl,SM,50,NA,C,6,50.33,0.3,0.60,101357.41,61.8126,2,154.53,1.525,11.526,0.415,54770,0.352,120771,-38.86991477,0.296521243,2.79E-28,1.525332702,0.050329716,6.70E-17,-25.48290921,37.36369402
,Ctrl,SM,50,NA,C,8,45.83,0.3,0.60,92295.65,51.642,2,129.11,1.399,11.433,0.288,68213,0.336,6405,-40.07105475,0.555244456,1.27E-23,1.83482013,0.115038077,4.60E-12,-21.83922778,39.25667519
,Ctrl,SM,50,NA,C,10,44.33,0.3,0.60,89275.07,54.4694,2,136.17,1.525,11.399,0.211,55034,0.334,6475,-36.40277931,0.554205099,6.85E-23,1.93418505,0.139049236,4.52E-11,-18.82073244,36.04591897
,Ctrl,SM,50,NA,C,12,69.17,0.3,0.60,139282.53,54.8178,2,137.04,0.984,11.844,0.185,52656,0.325,6302,-28.6291841,0.778862922,2.19E-18,2.113588475,0.305351635,1.81E-06,-13.54529722,28.59359387
,Ctrl,SM,50,NA,C,14,47.67,0.3,0.60,95987.48,95.929,4,119.91,1.249,11.472,0.145,64403,0.3,11595,-27.53500459,0.948749177,1.44E-16,2.303230331,0.446213499,6.55E-05,-11.9549505,27.52217965
,Ctrl,SM,10,NA,A,0,207.00,20.0,1.00,10350.00,26.7046,4,33.38,3.225,9.245,,58002,0.516,22905,75.63825398,0.940758055,1.82E-24,1.618442774,0.065269512,2.29E-15,46.73520448,15.94187399
,Ctrl,SM,10,NA,A,1,263.00,20.0,1.00,13150.00,38.9924,4,48.74,3.707,9.484,0.239,53956,0.504,33127,66.30755723,0.52647799,5.73E-28,1.598870476,0.044459521,3.23E-18,41.47150017,15.68586675
,Ctrl,SM,10,NA,A,2,33.17,2.0,1.00,16583.33,65.2966,4,81.62,4.922,9.716,0.236,57068,0.492,51133,78.50776764,0.826482666,9.12E-26,1.668217946,0.056669328,1.12E-16,47.06085787,16.43555296
,Ctrl,SM,10,NA,A,4,49.17,1.0,1.00,49166.67,166.6408,4,208.30,4.237,10.803,0.394,66515,0.496,126166,98.61271389,0.815600793,1.19E-27,1.453079031,0.028205648,5.31E-21,67.86465967,14.42652846
,Ctrl,SM,10,NA,A,6,29.50,0.3,1.00,98333.33,285.8338,4,357.29,3.633,11.496,0.395,54718,0.521,10722,91.99070146,0.721643799,4.61E-28,1.511743908,0.031026316,1.44E-20,60.85071751,14.98280351
,Ctrl,SM,10,NA,A,8,58.55,0.3,1.00,195153.33,202.325,2,505.81,2.592,12.182,0.386,44142,0.514,11069,-40.16638297,0.56957431,1.92E-23,1.523152562,0.092422211,2.64E-12,-26.370558,14.5411096
,Ctrl,SM,10,NA,A,10,68.33,0.3,1.00,227777.78,207.8324,2,519.58,2.281,12.336,0.342,48024,0.471,11977,-34.18140989,0.727170601,2.73E-20,1.808727847,0.181478327,9.40E-09,-18.89803928,16.56893352
,Ctrl,SM,10,NA,A,12,88.00,0.3,0.60,177207.65,206.9748,2,517.44,2.920,12.085,0.280,60742,0.452,13870,-31.73955282,0.788658363,4.36E-19,1.99465851,0.24710755,2.16E-07,-15.91227403,17.67832858
,Ctrl,SM,10,NA,A,14,,,,,,,,,,,,,,,,,,,,,
,Ctrl,SM,10,NA,B,0,185.00,20.0,1.00,9250.00,27.2808,4,34.10,3.687,9.132,,58593,0.506,21884,86.80884498,0.705819585,8.78E-28,1.495102769,0.033199389,5.88E-20,58.06212573,14.80493046
,Ctrl,SM,10,NA,B,1,245.00,20.0,1.00,12250.00,39.3274,4,49.16,4.013,9.413,0.281,54495,0.499,30596,72.65949558,0.408966637,1.18E-30,1.541265044,0.027958746,1.58E-21,47.14276489,15.18556954
,Ctrl,SM,10,NA,B,2,35.50,2.0,1.00,17750.00,61.625,4,77.03,4.340,9.784,0.326,57779,0.485,53889,86.53002809,0.578462532,2.60E-29,1.550806878,0.029314771,3.31E-21,55.79677865,15.34413264
,Ctrl,SM,10,NA,B,4,40.50,1.0,1.00,40500.00,142.2126,4,177.77,4.389,10.609,0.374,67003,0.501,116527,100.8629144,0.924017793,7.50E-27,1.406159552,0.028472835,1.13E-20,71.72935265,13.971198
,Ctrl,SM,10,NA,B,6,26.50,0.3,1.00,88333.33,255.3622,4,319.20,3.614,11.389,0.384,55235,0.519,9141,85.26828651,0.590306547,4.87E-29,1.389950397,0.024982704,1.34E-21,61.3462802,13.77768624
,Ctrl,SM,10,NA,B,8,55.00,0.3,1.00,183333.33,190.3186,2,475.80,2.595,12.119,0.382,44623,0.515,9325,51.29224764,0.551801171,1.35E-25,1.406675851,0.056867753,2.39E-15,36.46344509,13.72439379
,Ctrl,SM,10,NA,B,10,72.00,0.3,1.00,240000.00,209.36,2,523.40,2.181,12.388,0.349,48434,0.486,12820,42.33375927,0.713349406,4.23E-22,1.709762043,0.12571163,6.56E-11,24.76002988,16.2248853
,Ctrl,SM,10,NA,B,12,83.67,0.3,0.60,168481.52,202.5662,2,506.42,3.006,12.035,0.284,61222,0.467,15096,-37.25721771,0.607306016,2.33E-22,1.809735603,0.135724292,9.08E-11,-20.58710546,16.79665433
,Ctrl,SM,10,NA,B,14,,,,,,,,,,,,,,,,,,,,,
,Ctrl,SM,10,NA,C,0,174.00,20.0,1.00,8700.00,31.5688,4,39.46,4.536,9.071,,59221,0.489,21426,94.87738709,0.403341477,7.55E-33,1.609825359,0.018440696,4.16E-25,58.93644708,15.94552595
,Ctrl,SM,10,NA,C,1,237.00,20.0,1.00,11850.00,36.7814,4,45.98,3.880,9.380,0.309,55034,0.497,29946,79.60363744,0.612469337,3.25E-28,1.516137398,0.034682452,9.99E-20,52.50423711,14.98066768
,Ctrl,SM,10,NA,C,2,37.67,2.0,1.00,18833.33,55.7826,4,69.73,3.702,9.843,0.386,58416,0.503,46698,87.77431562,0.483968812,8.12E-31,1.480109761,0.021866733,4.00E-23,59.30257196,14.66238547
,Ctrl,SM,10,NA,C,4,43.67,1.0,1.00,43666.67,145.2544,4,181.57,4.158,10.684,0.410,67494,0.502,110078,105.0051413,0.877344118,1.43E-27,1.410217163,0.024962538,1.02E-21,74.46026326,14.01799455
,Ctrl,SM,10,NA,C,6,24.17,0.3,1.00,80555.56,233.6542,4,292.07,3.626,11.297,0.382,55762,0.517,8318,86.49517639,0.714453476,1.17E-27,1.410883634,0.030275803,3.19E-20,61.30567704,13.98502186
,Ctrl,SM,10,NA,C,8,46.00,0.3,1.00,153333.33,171.8802,2,429.70,2.802,11.940,0.365,45098,0.523,8912,54.60227787,0.644389211,7.10E-25,1.361802647,0.057403012,4.96E-15,40.09558801,13.34252149
,Ctrl,SM,10,NA,C,10,70.33,0.3,1.00,234444.44,218.941,2,547.35,2.335,12.365,0.340,48883,0.495,12802,-44.20583697,0.811271471,1.95E-21,1.662055234,0.130161563,1.84E-10,-26.5970926,15.87927018
,Ctrl,SM,10,NA,C,12,83.17,0.3,0.60,167474.65,207.8056,2,519.51,3.102,12.029,0.281,61646,0.476,15765,-39.31097536,0.358242389,6.83E-27,1.786820061,0.073525013,3.26E-15,-22.00052273,16.73151193
,Ctrl,SM,10,NA,C,14,,,,,,,,,,,,,,,,,,0.130161563,,,
,Ctrl,CM,100,NA,A,0,160.00,20.0,1.00,8000.00,13.5994,8,8.50,1.062,8.987,,59299,0.476,8409,161.7901081,2.143198871,5.65E-24,1.39002536,0.020888011,5.43E-23,116.3936376,112.5769988
,Ctrl,CM,100,NA,A,1,48.83,2.0,1.00,24416.67,20.688,4,25.86,1.059,10.103,1.116,55381,0.446,16258,183.8942523,1.962893704,1.17E-25,1.542683834,0.017966153,5.60E-25,119.2041093,126.0088533
,Ctrl,CM,100,NA,A,2,63.80,1.0,1.00,63800.00,43.2938,4,54.12,0.848,11.064,1.038,51652,0.503,2248,157.7349596,2.338956424,4.27E-23,1.369050847,0.023411536,5.50E-22,115.2148293,110.4661986
,Ctrl,CM,100,NA,A,4,58.67,0.3,1.00,195555.56,64.0102,4,80.01,0.409,12.184,0.786,55250,0.441,83274,114.6965496,1.369098086,8.71E-25,1.396865214,0.031384227,7.25E-20,82.10996196,96.23354917
,Ctrl,CM,100,NA,A,6,42.50,0.3,1.00,141666.67,30.269,2,75.67,0.534,11.861,0.483,68700,0.394,3179,135.6998111,1.688834551,1.84E-24,1.560096298,0.033913561,4.02E-20,86.98168907,110.9541117
,Ctrl,CM,100,NA,A,8,28.83,0.3,1.00,96111.11,29.8804,2,74.70,0.777,11.473,0.296,55450,0.399,2951,91.57343716,1.866418688,1.27E-20,1.387912981,0.068360721,7.43E-14,65.97923532,83.14252582
,Ctrl,CM,100,NA,A,10,28.00,0.3,1.00,93333.33,48.895,4,61.12,0.655,11.444,0.201,53224,0.396,5792,110.2057998,2.057084783,2.64E-21,1.473014635,0.05792938,1.47E-15,74.81650025,95.9731664
,Ctrl,CM,100,NA,A,12,100.00,1.0,1.00,100000.00,45.6924,4,57.12,0.571,11.513,0.150,64899,0.312,6012,140.382268,3.60375721,7.80E-19,1.347658852,0.046726276,1.61E-16,104.1675108,104.4827875
,Ctrl,CM,100,NA,A,14,,,,,,,,,,,,,,,,,,,,,
,Ctrl,CM,100,NA,B,0,159.50,20.0,1.00,7975.00,13.2376,8,8.27,1.037,8.984,,59829,0.486,7864,157.3903701,2.712247571,6.31E-22,1.248106627,0.021368312,5.62E-22,126.1033046,103.8942535
,Ctrl,CM,100,NA,B,1,44.00,2.0,1.00,22000.00,22.2424,4,27.80,1.264,9.999,1.015,55865,0.478,15552,165.758503,2.28059418,1.12E-23,1.347580812,0.019205167,2.10E-23,123.0044993,111.2620818
,Ctrl,CM,100,NA,B,2,54.40,1.0,1.00,54400.00,39.6222,4,49.53,0.910,10.904,0.960,52128,0.507,2272,141.3872429,2.038912246,2.59E-23,1.324989965,0.024872021,2.92E-21,106.7081613,103.7645731
,Ctrl,CM,100,NA,B,4,42.67,0.3,1.00,142222.22,56.8144,4,71.02,0.499,11.865,0.709,55774,0.449,81733,107.3127796,1.363713596,2.68E-24,1.265649397,0.029052149,1.06E-19,84.78870998,88.77589741
,Ctrl,CM,100,NA,B,6,46.33,0.3,1.00,154444.44,27.991,2,69.98,0.453,11.948,0.489,69201,0.417,2724,134.7104622,1.857582999,1.16E-23,1.355257645,0.027074483,8.89E-21,99.39841528,102.9355316
,Ctrl,CM,100,NA,B,8,26.00,0.3,1.00,86666.67,27.053,2,67.63,0.780,11.370,0.298,55874,0.401,2670,112.343429,2.886164849,7.90E-19,1.407731959,0.070535343,9.99E-14,79.80455956,95.39528016
,Ctrl,CM,100,NA,B,10,29.33,0.3,1.00,97777.78,50.1814,4,62.73,0.642,11.490,0.212,53646,0.405,5559,101.936802,1.897216245,2.50E-21,1.377400094,0.054694643,1.74E-15,74.00667561,89.12774612
,Ctrl,CM,100,NA,B,12,92.33,1.0,1.00,92333.33,45.2636,4,56.58,0.613,11.433,0.157,65448,0.328,5632,140.1116714,4.059269769,6.69E-18,1.309908469,0.049218143,6.61E-16,106.9629479,102.6838843
,Ctrl,CM,100,NA,B,14,,,,,,,,,,,,,,,,,,,,,
,Ctrl,CM,100,NA,C,0,147.00,20.0,1.00,7350.00,13.2912,8,8.31,1.130,8.902,,60326,0.481,8511,161.4639097,2.438328565,5.93E-23,1.350133187,0.022127343,2.57E-22,119.5910975,110.4060894
,Ctrl,CM,100,NA,C,1,45.50,2.0,1.00,22750.00,22.0414,4,27.55,1.211,10.032,1.130,56345,0.483,17656,157.5628761,1.876931879,8.40E-25,1.341960814,0.017879046,6.26E-24,117.412427,109.0265488
,Ctrl,CM,100,NA,C,2,40.67,1.0,1.00,40666.67,44.607,4,55.76,1.371,10.613,0.855,52605,0.511,2577,144.1086397,1.773101845,1.50E-24,1.305463691,0.01983146,6.59E-23,110.3888531,103.6361663
,Ctrl,CM,100,NA,C,4,51.17,0.3,1.00,170555.56,61.4508,4,76.81,0.450,12.047,0.761,56295,0.461,92401,117.491402,1.424748077,1.16E-24,1.283885158,0.025383428,7.38E-21,91.51239209,93.74392175
,Ctrl,CM,100,NA,C,6,46.50,0.3,1.00,155000.00,30.2556,2,75.64,0.488,11.951,0.514,69682,0.408,2767,129.4253158,2.65483109,1.43E-20,1.285391335,0.037476151,7.49E-18,100.6894261,98.19544529
,Ctrl,CM,100,NA,C,8,30.33,0.3,1.00,101111.11,28.5002,2,71.25,0.705,11.524,0.328,56297,0.376,2796,122.219288,2.636128832,3.50E-20,1.40564839,0.052983012,6.99E-16,86.94869129,99.94951406
,Ctrl,CM,100,NA,C,10,26.83,0.3,1.00,89444.44,46.7376,4,58.42,0.653,11.401,0.223,54112,0.383,5885,110.6982298,2.449654185,5.53E-20,1.369309452,0.058159781,5.67E-15,80.84237615,93.49468959
,Ctrl,CM,100,NA,C,12,19.33,0.3,1.00,64444.44,46.148,4,57.69,0.895,11.074,0.147,65949,0.34,6189,155.4170987,3.994228202,7.96E-19,1.333395831,0.038785229,7.18E-18,116.5573606,108.0456927
,Ctrl,CM,100,NA,C,14,,,,,,,,,,,,,,,,,,,,,
,Ctrl,CM,50,NA,A,0,166.00,20.0,1.00,8300.00,9.8608,4,12.33,1.485,9.024,,59818,0.484,8447,151.710945,1.198298221,5.22E-28,1.459208884,0.015612351,1.22E-25,103.9679422,67.81146728
,Ctrl,CM,50,NA,A,1,294.50,20.0,1.00,14725.00,15.0064,4,18.76,1.274,9.597,0.573,55577,0.487,13603,136.9703939,0.851932388,7.10E-30,1.481218028,0.014804512,3.59E-26,92.47146021,67.59807154
,Ctrl,CM,50,NA,A,2,82.67,2.0,1.00,41333.33,31.9172,4,39.90,0.965,10.629,0.803,59083,0.488,33377,142.9216964,1.198210678,1.52E-27,1.417981133,0.01687127,8.22E-25,100.7923823,65.60394662
,Ctrl,CM,50,NA,A,4,38.50,0.3,0.60,77528.35,40.3726,4,50.47,0.651,11.258,0.571,67986,0.418,65836,131.0202923,1.815230626,1.26E-23,1.389689679,0.030107511,3.79E-20,94.28025141,63.62819366
,Ctrl,CM,50,NA,A,6,32.83,0.3,0.60,66117.25,31.207,4,39.01,0.590,11.099,0.358,56305,0.438,2144,103.3290596,1.727366245,3.66E-22,1.493119631,0.05737647,9.81E-16,69.20347001,63.90487682
,Ctrl,CM,50,NA,A,8,44.00,0.3,0.60,88603.82,30.6576,4,38.32,0.433,11.392,0.276,45581,0.437,2790,57.98627894,0.634264341,1.81E-25,1.603784603,0.066200566,3.44E-15,36.15590201,51.12064626
,Ctrl,CM,50,NA,A,10,45.17,0.3,0.60,90953.17,38.5636,4,48.20,0.530,11.418,0.218,49305,0.39,3434,73.84462109,0.936975987,2.61E-24,1.852896468,0.084263036,1.86E-14,39.85361426,62.73588828
,Ctrl,CM,50,NA,A,12,59.50,0.3,0.60,119816.54,26.0748,2,65.19,0.544,11.694,0.189,62073,0.369,2970,78.96976179,1.501081313,3.65E-21,1.595713597,0.094385113,1.71E-12,49.48868138,60.48288642
,Ctrl,CM,50,NA,A,14,,,,,,,,,,,,,,,,,,,,,
,Ctrl,CM,50,NA,B,0,143.00,20.0,1.00,7150.00,9.1372,4,11.42,1.597,8.875,,60394,0.483,8405,154.7530081,1.331586884,2.43E-27,1.437830092,0.015891713,2.19E-25,107.6295517,67.13039043
,Ctrl,CM,50,NA,B,1,289.50,20.0,1.00,14475.00,15.3012,4,19.13,1.321,9.580,0.705,56115,0.489,13177,138.780228,1.117718064,7.40E-28,1.435641635,0.017445408,1.20E-24,96.66773698,65.99883394
,Ctrl,CM,50,NA,B,2,76.33,2.0,1.00,38166.67,31.1132,4,38.89,1.019,10.550,0.837,59736,0.492,33281,141.2488158,1.300472939,8.21E-27,1.401260205,0.018307145,4.41E-24,100.8012754,64.83118125
,Ctrl,CM,50,NA,B,4,33.83,0.3,0.60,68130.97,43.0124,4,53.77,0.789,11.129,0.567,68465,0.414,72848,144.0098288,2.151970715,4.91E-23,1.414846638,0.029569814,1.99E-20,101.7847623,65.55244385
,Ctrl,CM,50,NA,B,6,28.33,0.3,0.60,57055.49,30.4834,4,38.10,0.668,10.952,0.348,56785,0.438,2017,108.5169789,1.959558365,1.46E-21,1.486159619,0.058141235,1.34E-15,73.01838747,64.52468984
,Ctrl,CM,50,NA,B,8,37.83,0.3,0.60,76185.86,30.4298,4,38.04,0.499,11.241,0.267,46069,0.43,3434,56.04610628,0.703833182,2.17E-24,1.595119097,0.076649236,4.85E-14,35.13600107,49.89402506
,Ctrl,CM,50,NA,B,10,50.00,0.3,0.60,100686.16,32.3728,4,40.47,0.402,11.520,0.227,49782,0.403,3241,64.12627616,0.754639702,6.75E-25,1.727734983,0.075721673,9.79E-15,37.11580584,56.00630931
,Ctrl,CM,50,NA,B,12,61.50,0.3,0.60,123843.98,19.281,2,48.20,0.389,11.727,0.200,62591,0.368,2553,80.36626317,1.413642559,9.12E-22,1.557918874,0.08261861,2.65E-13,51.58565346,60.14447857
,Ctrl,CM,50,NA,B,14,,,,,,,,,,,,,,,,,,,,,
,Ctrl,CM,50,NA,C,0,170.33,20.0,1.00,8516.67,9.9948,4,12.49,1.467,9.050,,60988,0.478,8107,152.8059125,1.275857586,1.42E-27,1.441253507,0.015820547,1.93E-25,106.022925,67.15637205
,Ctrl,CM,50,NA,C,1,287.00,20.0,1.00,14350.00,13.8406,4,17.30,1.206,9.572,0.522,56709,0.49,12578,143.9244281,1.070112944,1.76E-28,1.404574369,0.014460199,6.11E-26,102.4683571,65.13907999
,Ctrl,CM,50,NA,C,2,63.67,2.0,1.00,31833.33,31.2204,4,39.03,1.226,10.368,0.659,60404,0.489,32581,158.3832716,1.652950979,7.80E-26,1.390197696,0.017036722,1.40E-24,113.9285959,65.36612143
,Ctrl,CM,50,NA,C,4,41.17,0.3,0.60,82898.28,39.9036,4,49.88,0.602,11.325,0.578,69231,0.423,65927,162.4253079,2.407024181,4.23E-23,1.421197586,0.024606328,6.87E-22,114.2876328,66.84840219
,Ctrl,CM,50,NA,C,6,29.17,0.3,0.60,58733.60,28.7146,4,35.89,0.611,10.981,0.350,57271,0.438,2047,111.8316057,1.605322998,2.39E-23,1.580007061,0.050875689,4.35E-17,70.77918092,68.04153846
,Ctrl,CM,50,NA,C,8,35.50,0.3,0.60,71487.18,29.666,4,37.08,0.519,11.177,0.258,46591,0.425,3014,62.49409212,1.26976635,1.20E-20,1.480219601,0.104198062,3.19E-11,42.21947344,51.79502943
,Ctrl,CM,50,NA,C,10,50.00,0.3,0.60,100686.16,29.3712,4,36.71,0.365,11.520,0.220,50269,0.397,2981,78.90240389,0.832515578,9.50E-26,1.638701613,0.054894173,8.75E-17,48.1493417,61.32844196
,Ctrl,CM,50,NA,C,12,93.33,0.3,0.60,187947.51,18.5708,2,46.43,0.247,12.144,0.216,63067,0.363,2917,80.85721206,1.516911912,2.89E-21,1.575702606,0.089487319,8.58E-13,51.31502084,60.69303497
,Ctrl,CM,50,NA,C,14,,,,,,,,,,,,,,,,,,,,,
,Ctrl,CM,10,NA,A,0,139.00,20.0,1.00,6950.00,10.1958,4,12.74,1.834,8.846,,58492,0.503,8426,84.63191836,0.592766664,6.01E-29,1.362549365,0.024485413,1.34E-21,62.11291903,13.50897697
,Ctrl,CM,10,NA,A,1,203.50,20.0,1.00,10175.00,13.385,4,16.73,1.644,9.228,0.381,61639,0.492,10810,92.95130969,0.56944539,5.40E-30,1.499178128,0.023604961,1.25E-22,62.00151133,14.86312459
,Ctrl,CM,10,NA,A,2,35.40,2.0,1.00,17700.00,19.5892,4,24.49,1.383,9.781,0.467,61094,0.499,17766,92.99532705,0.350421255,8.61E-34,1.524929577,0.015002475,2.70E-26,60.98335848,15.11406975
,Ctrl,CM,10,NA,A,4,63.40,2.0,1.00,31700.00,32.8686,4,41.09,1.296,10.364,0.384,53705,0.503,1818,73.29638057,1.586658427,3.73E-20,1.446534678,0.095720665,1.14E-11,50.67032383,14.28042522
,Ctrl,CM,10,NA,A,6,19.67,0.3,1.00,65555.56,50.1948,4,62.74,0.957,11.091,0.370,61101,0.486,3495,77.85518922,1.040147899,6.58E-24,1.532905108,0.062491175,2.77E-15,50.7893077,15.13399122
,Ctrl,CM,10,NA,A,8,25.50,0.3,1.00,85000.00,58.1544,4,72.69,0.855,11.350,0.322,66242,0.459,4992,84.275163,0.860670036,5.29E-26,1.671062015,0.052355998,2.68E-17,50.43209781,16.49500389
,Ctrl,CM,10,NA,A,10,28.67,0.3,1.00,95555.56,64.171,2,160.43,1.679,11.467,0.273,64308,0.425,4021,-75.92708252,0.799597688,9.18E-26,1.702588026,0.06000556,2.14E-16,-44.59509955,16.74613185
,Ctrl,CM,10,NA,A,12,,,,,,,,,,,,,,,,,,,,,
,Ctrl,CM,10,NA,A,14,43.33,0.3,1.00,144444.44,60.62,2,151.55,1.049,11.881,0.220,56264,0.406,6023,-43.02278675,0.814008713,3.36E-21,1.845007454,0.155029344,5.77E-10,-23.31848939,17.3964779
,Ctrl,CM,10,NA,B,0,121.33,20.0,1.00,6066.67,11.3884,4,14.24,2.347,8.711,,58978,0.504,8380,84.92486472,0.680914271,6.83E-28,1.331927371,0.026709844,9.51E-21,63.76088261,13.21113056
,Ctrl,CM,10,NA,B,1,199.50,20.0,1.00,9975.00,13.8674,4,17.33,1.738,9.208,0.497,62157,0.514,11069,82.25914823,0.368183882,1.91E-32,1.384246734,0.016569665,9.16E-25,59.42520664,13.71326813
,Ctrl,CM,10,NA,B,2,36.17,2.0,1.00,18083.33,20.3798,4,25.47,1.409,9.803,0.546,61599,0.509,17036,87.72339529,0.451508383,2.35E-31,1.429285881,0.019090722,6.55E-24,61.37568171,14.16771237
,Ctrl,CM,10,NA,B,4,58.33,2.0,1.00,29166.67,25.9676,4,32.46,1.113,10.281,0.392,54215,0.513,1310,74.30520758,0.767967201,6.55E-26,1.402252209,0.042772581,1.67E-17,52.98990231,13.85839637
,Ctrl,CM,10,NA,B,6,26.33,0.3,1.00,87777.78,41.793,4,52.24,0.595,11.383,0.424,61578,0.502,2864,77.27211579,1.07037243,1.26E-23,1.568958372,0.067870659,7.80E-15,49.25058379,15.47747165
,Ctrl,CM,10,NA,B,8,28.83,0.3,1.00,96111.11,77.5978,4,97.00,1.009,11.473,0.358,66803,0.459,6285,81.33733066,0.792671088,2.28E-26,1.524292153,0.043595138,5.32E-18,53.36072254,15.06694854
,Ctrl,CM,10,NA,B,10,32.17,0.3,1.00,107222.22,54.4426,2,136.11,1.269,11.583,0.299,64829,0.43,3957,-68.89510438,0.619546067,5.37E-27,1.652294632,0.051868,2.77E-17,-41.6966218,16.21328383
,Ctrl,CM,10,NA,B,12,,,,,,,,,,,,,,,,,,,,,
,Ctrl,CM,10,NA,B,14,35.50,0.3,1.00,118333.33,48.1312,2,120.33,1.017,11.681,0.221,65464,0.435,4876,-42.91358787,0.844331006,6.77E-21,1.279902063,0.098450263,1.38E-10,-33.52880593,12.43254817
,Ctrl,CM,10,NA,C,0,131.00,20.0,1.00,6550.00,11.2008,4,14.00,2.138,8.787,,59457,0.501,8820,84.63999847,0.855578222,4.40E-26,1.286848476,0.031535848,3.41E-19,65.77308834,12.77023918
,Ctrl,CM,10,NA,C,1,195.00,20.0,1.00,9750.00,13.7066,4,17.13,1.757,9.185,0.398,62661,0.506,12083,88.0654469,0.554606078,8.88E-30,1.345455232,0.0206438,7.88E-23,65.45401498,13.35083773
,Ctrl,CM,10,NA,C,2,32.26,2.0,1.00,16129.00,21.492,4,26.87,1.666,9.688,0.451,62108,0.503,18956,92.86497358,0.844305023,6.54E-27,1.469761262,0.033721535,1.05E-19,63.18371288,14.57610991
,Ctrl,CM,10,NA,C,4,56.67,2.0,1.00,28333.33,27.4416,4,34.30,1.211,10.252,0.368,54814,0.514,1427,75.69970715,1.371906095,1.56E-21,1.364735944,0.070287992,1.61E-13,55.46839115,13.50140163
,Ctrl,CM,10,NA,C,6,29.50,0.3,1.00,98333.33,60.4726,4,75.59,0.769,11.496,0.435,62591,0.498,4211,73.21126304,0.506664092,4.84E-29,1.564991791,0.03509441,7.00E-20,46.78060516,15.41582165
,Ctrl,CM,10,NA,C,8,46.17,0.3,1.00,153888.89,77.8122,4,97.27,0.632,11.944,0.408,67399,0.468,5726,81.75278002,0.571595898,5.82E-29,1.54977129,0.032095436,1.69E-20,52.75151278,15.31470102
,Ctrl,CM,10,NA,C,10,16.00,0.3,1.00,53333.33,59.012,4,73.77,1.383,10.884,0.275,65342,0.444,3827,-73.97973513,0.711812595,1.81E-26,1.724975118,0.056948038,6.76E-17,-42.8874216,16.94379396
,Ctrl,CM,10,NA,C,12,,,,,,,,,,,,,,,,,,,,,
,Ctrl,CM,10,NA,C,14,27.50,0.3,1.00,91666.67,57.1226,2,142.81,1.558,11.426,0.197,66068,0.438,5972,-53.62154687,0.599777957,2.71E-25,1.414202022,0.058260698,3.32E-15,-37.91646881,13.82299871
,Ctrl,RS,100,NA,A,0,109.67,20.0,1.00,5483.33,16.3598,4,20.45,3.729,8.609,,61722,0.449,15617,152.7959349,1.507496916,2.84E-26,1.514479797,0.021175071,1.49E-23,100.890045,115.7985701
,Ctrl,RS,100,NA,A,1,279.50,20.0,1.00,13975.00,38.0544,4,47.57,3.404,9.545,0.936,57261,0.417,40160,163.0320056,1.786258502,1.87E-25,1.67413643,0.027381708,2.48E-22,97.38274769,125.9670624
,Ctrl,RS,100,NA,A,2,69.00,2.0,1.00,34500.00,87.3128,4,109.14,3.164,10.449,0.920,61133,0.388,91048,218.3850053,4.524567247,1.70E-20,1.686324694,0.033178588,6.77E-21,129.5035328,141.5560957
,Ctrl,RS,100,NA,A,4,44.08,0.3,0.60,88771.64,118.91,4,148.64,1.674,11.394,0.688,70226,0.391,146967,127.8564467,1.152930115,5.65E-27,1.898558974,0.040505667,2.88E-20,67.34394266,115.3756995
,Ctrl,RS,100,NA,A,6,51.67,0.3,0.60,104042.37,94.522,4,118.15,1.136,11.553,0.487,57777,0.333,9046,75.01818696,1.433589758,4.02E-21,1.40654779,0.07891321,6.97E-13,53.33497198,71.5703576
,Ctrl,RS,100,NA,A,8,66.50,0.3,0.60,133912.60,85.142,4,106.43,0.795,11.805,0.380,47089,0.259,10407,29.16220927,0.975101462,8.47E-17,2.790270754,0.561643995,9.95E-05,10.45139051,29.16220899
,Ctrl,RS,100,NA,A,10,57.50,0.3,0.60,115789.09,84.3916,4,105.49,0.911,11.660,0.289,50751,0.293,10811,-49.1327163,0.622934631,2.57E-24,2.144445518,0.12135796,8.08E-13,-22.9116179,49.11682026
,Ctrl,RS,100,NA,A,12,54.50,0.3,0.60,109747.92,91.2122,4,114.02,1.039,11.606,0.225,63552,0.317,10217,47.8070168,1.249788912,1.08E-18,1.894686117,0.214891612,5.97E-08,25.2321566,47.77250434
,Ctrl,RS,100,NA,A,14,,,,,,,,,,,,,,,,,,,,,
